Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 BJK Cup Qualifiers RR,L vs Swiatek,70.7%,34.5%,7.3%,1/2,2.22,0.0%,72.4%,28.6%,3.4%,2.31,0.0%,72.7%,50.0%,18.2%,2.07,0.0%
2021 ITF Valencia F,L vs Rus,72.7%,46.4%,3.9%,2/1,2.10,0.0%,72.6%,44.4%,3.2%,2.18,0.0%,91.7%,54.5%,8.3%,1.98,0.0%
2021 Roland Garros R64,L vs Williams,62.2%,45.1%,6.1%,2/3,2.48,0.0%,53.8%,46.4%,7.7%,2.49,0.0%,82.1%,43.5%,3.6%,2.47,0.0%
2021 Roland Garros R128,W vs Rus,76.3%,62.3%,6.3%,5/0,2.25,7.4%,80.3%,59.2%,4.9%,2.19,10.3%,75.0%,75.0%,12.5%,2.41,0.0%
2021 BJK Cup RR,L vs Trevisan,82.5%,55.3%,1.0%,1/0,2.45,7.5%,82.9%,53.4%,0.0%,2.58,10.3%,90.0%,59.3%,3.3%,2.13,0.0%
2021 Australian Open R128,L vs Andreescu,65.8%,39.6%,8.2%,2/4,2.43,7.1%,57.4%,37.0%,6.4%,2.55,8.9%,80.8%,42.9%,11.5%,2.21,4.0%
2019 Hiroshima SF,L vs Hibino,77.2%,49.3%,2.2%,0/2,2.68,10.6%,74.1%,40.0%,1.9%,2.62,16.3%,86.1%,61.3%,2.8%,2.80,0.0%
2019 Wimbledon R64,L vs Halep,75.0%,59.6%,1.3%,0/1,2.16,2.8%,77.4%,58.5%,0.0%,2.06,4.0%,80.0%,62.5%,5.0%,2.39,0.0%
2019 Charleston R16,L vs Wozniacki,79.8%,54.4%,4.0%,1/3,2.46,4.5%,77.9%,47.2%,2.9%,2.53,7.7%,89.7%,69.2%,6.9%,2.35,0.0%
2019 Acapulco R16,L vs Andreescu,63.8%,54.5%,4.3%,2/1,2.65,5.9%,65.1%,50.0%,2.3%,2.61,9.7%,73.9%,64.7%,8.7%,2.72,0.0%
2019 Fed Cup RR,L vs Pliskova,59.7%,48.6%,9.7%,4/2,2.85,4.5%,56.1%,43.5%,0.0%,2.80,7.7%,77.8%,57.1%,33.3%,2.93,0.0%
2018 San Jose F,W vs Sakkari,74.5%,68.4%,3.9%,0/2,2.62,3.0%,80.8%,57.1%,3.8%,2.67,0.0%,81.0%,82.4%,4.8%,2.55,7.7%
2018 San Jose SF,W vs Mertens,71.7%,59.2%,1.0%,1/0,2.84,18.6%,74.5%,60.5%,2.0%,2.75,28.6%,82.5%,57.6%,0.0%,2.99,4.2%
2018 San Jose QF,W vs Tomljanovic,65.5%,65.8%,3.4%,0/2,2.84,18.2%,67.9%,52.6%,0.0%,3.19,31.8%,76.0%,78.9%,8.0%,2.48,4.5%
2018 San Jose R16,W vs Anisimova,72.3%,70.6%,6.4%,3/3,2.66,13.8%,77.3%,66.7%,1.5%,2.42,25.8%,70.8%,82.4%,20.8%,2.93,0.0%
2018 Birmingham SF,L vs Kvitova,59.6%,47.1%,8.8%,5/0,2.78,0.0%,58.8%,50.0%,14.7%,2.84,0.0%,77.8%,42.9%,0.0%,2.64,0.0%
2018 Birmingham QF,W vs Svitolina,65.6%,62.5%,0.0%,0/0,2.81,3.1%,70.7%,51.7%,0.0%,2.98,5.9%,68.8%,90.9%,0.0%,2.61,0.0%
2018 Birmingham R16,W vs Martic,57.6%,63.2%,1.5%,1/0,2.47,21.0%,47.7%,52.4%,2.3%,2.59,26.2%,77.3%,76.5%,0.0%,2.21,10.0%
2018 Roland Garros R32,W vs Svitolina,72.8%,62.7%,2.5%,0/2,2.69,6.0%,71.4%,74.3%,2.0%,2.56,8.8%,77.4%,45.8%,3.2%,2.96,0.0%
2018 Strasbourg QF,W vs Hsieh,82.1%,69.1%,4.5%,1/2,2.72,26.7%,89.7%,65.7%,0.0%,2.74,36.8%,76.9%,75.0%,11.5%,2.68,9.1%
Career (30 matches),,70.4%,55.0%,3.8%,52.3%,2.53,7.7%,70.7%,52.3%,2.7%,2.50,11.4%,81.0%,59.9%,6.7%,2.58,1.3%
