Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2008 Canada R64,L vs Dancevic,37.5%,46.9%,37.5%,42.3%,53.8%,66.7%,44.4%,61.8%,52.4%,50.0%,0.0%,17.6%,23.5%,28.6%,19
2008 Wimbledon QF,L vs Federer,32.6%,40.0%,42.4%,38.5%,45.6%,52.6%,45.2%,55.4%,37.0%,43.3%,50.0%,15.2%,24.2%,39.3%,7
2008 Roland Garros R32,L vs Federer,16.0%,33.3%,46.0%,24.4%,23.4%,42.6%,55.6%,36.8%,45.5%,68.0%,33.3%,3.6%,17.9%,33.3%,-79
2008 Miami R64,W vs Murray,22.1%,35.8%,48.6%,31.1%,30.0%,52.0%,62.9%,47.0%,47.6%,48.3%,50.0%,14.0%,18.6%,35.1%,-12
2008 Marseille F,L vs Murray,13.6%,28.8%,48.0%,25.4%,17.9%,38.5%,53.1%,35.9%,50.0%,52.6%,0.0%,5.3%,10.5%,38.9%,-63
2006 Wimbledon QF,L vs Federer,33.8%,45.0%,46.2%,39.8%,41.3%,54.3%,51.9%,51.7%,40.0%,50.0%,50.0%,24.2%,33.3%,40.0%,-35
2006 Roland Garros QF,L vs Federer,27.3%,37.4%,40.3%,32.5%,34.4%,47.5%,52.5%,43.0%,35.5%,56.7%,55.6%,18.2%,24.2%,22.2%,-35
2006 Hamburg SF,L vs Robredo,22.1%,33.8%,49.2%,27.7%,34.0%,44.7%,41.9%,43.2%,59.1%,56.0%,33.3%,3.4%,17.2%,57.1%,-81
2006 Rome QF,L vs Nalbandian,29.8%,35.1%,33.3%,36.8%,44.4%,50.0%,40.0%,55.6%,57.1%,59.1%,100.0%,5.0%,10.0%,26.3%,-66
2005 Cincinnati R16,L vs Hewitt,34.2%,36.8%,12.5%,37.1%,55.0%,60.0%,22.2%,60.5%,75.0%,33.3%,33.3%,22.2%,22.2%,0.0%,72
2004 Wimbledon SF,L vs Roddick,25.8%,44.7%,51.4%,34.4%,38.8%,65.7%,58.5%,55.8%,41.9%,27.8%,25.0%,20.5%,38.5%,41.9%,77
2002 Wimbledon R128,W vs Federer,30.5%,37.9%,57.4%,36.5%,51.2%,58.5%,70.0%,65.1%,38.9%,30.4%,50.0%,22.9%,34.3%,48.1%,40
Career (12 matches),,26.9%,38.5%,45.2%,33.9%,38.2%,52.7%,52.1%,50.4%,45.9%,47.8%,42.9%,14.8%,24.3%,37.2%,29
