Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2008 Canada Masters R64,L vs Dancevic,18,21,0.9,16.4%,19.1%,11,14,0.8,11.8%,15.1%,6.5%,1.1%,2.3,19.1%,8.2%
2008 Wimbledon QF,L vs Federer,24,24,1.0,16.0%,16.0%,15,22,0.7,11.9%,17.5%,4.0%,7.9%,2.8,22.7%,8.0%
2008 Roland Garros R32,L vs Federer,16,25,0.6,11.4%,17.9%,14,25,0.6,10.9%,19.4%,5.4%,4.7%,1.9,26.4%,13.6%
2008 Miami Masters R64,W vs Murray,32,33,1.0,16.9%,17.5%,26,31,0.8,14.8%,17.6%,9.7%,4.5%,0.7,14.3%,20.6%
2008 Marseille F,L vs Murray,23,20,1.2,16.7%,14.5%,19,19,1.0,15.6%,15.6%,9.8%,5.7%,1.8,20.3%,11.6%
2006 Wimbledon QF,L vs Federer,24,16,1.5,14.4%,9.6%,17,15,1.1,11.3%,9.9%,7.3%,4.0%,2.1,20.4%,9.6%
2006 Roland Garros QF,L vs Federer,19,37,0.5,11.4%,22.2%,17,36,0.5,10.6%,22.4%,6.8%,3.7%,1.4,18.0%,13.2%
2006 Hamburg Masters SF,L vs Robredo,20,32,0.6,13.0%,20.8%,13,31,0.4,9.0%,21.4%,5.5%,3.4%,1.2,16.9%,13.6%
2006 Rome Masters QF,L vs Nalbandian,15,32,0.5,13.4%,28.6%,13,31,0.4,12.0%,28.7%,8.3%,3.7%,1.1,15.2%,14.3%
2005 Cincinnati Masters R16,L vs Hewitt,11,18,0.6,21.6%,35.3%,3,17,0.2,9.1%,51.5%,6.1%,3.0%,2.5,29.4%,11.8%
2004 Wimbledon SF,L vs Roddick,38,31,1.2,20.5%,16.8%,28,25,1.1,17.9%,16.0%,10.3%,7.7%,1.4,16.2%,11.9%
2002 Wimbledon R128,W vs Federer,19,19,1.0,16.2%,16.2%,15,16,0.9,14.4%,15.4%,9.6%,4.8%,0.6,15.4%,23.9%
Career (12 matches),,259,308,0.8,15.4%,18.3%,191,282,0.7,12.7%,18.8%,7.6%,4.7%,1.4,18.9%,13.5%
