Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2008 Canada R64,L vs Dancevic,3.4,3.0,4.0,49.4%,40.9%,30.0%,33.3%,55.1%,11.3%,3.0,3.6,0.0,0.0
2008 Wimbledon QF,L vs Federer,2.9,3.2,2.5,40.7%,33.3%,80.0%,50.0%,51.9%,22.2%,-1.5,-2.5,-8.0,-16.7
2008 Roland Garros R32,L vs Federer,4.4,5.0,3.9,38.1%,36.7%,52.4%,18.2%,55.7%,17.0%,-4.5,-3.3,-3.5,-3.8
2008 Miami R64,W vs Murray,4.8,4.5,5.2,58.8%,46.8%,40.0%,46.7%,45.4%,20.2%,-9.0,-5.4,7.0,4.3
2008 Marseille F,L vs Murray,4.8,5.4,4.4,40.8%,56.0%,35.3%,50.0%,53.5%,35.6%,-2.5,-1.9,2.0,2.7
2006 Wimbledon QF,L vs Federer,3.3,3.1,3.4,45.0%,39.0%,58.3%,60.0%,48.3%,25.3%,8.0,10.0,8.0,11.9
2006 Roland Garros QF,L vs Federer,4.0,4.5,3.4,45.0%,40.5%,42.9%,40.0%,51.5%,16.9%,-2.5,-1.7,-8.0,-6.9
2006 Hamburg SF,L vs Robredo,5.9,5.4,6.5,55.4%,44.4%,28.6%,44.0%,51.7%,15.8%,-1.0,-0.5,-5.0,-3.2
2006 Rome QF,L vs Nalbandian,4.5,4.1,5.0,45.8%,40.6%,22.2%,41.7%,41.1%,13.8%,-6.5,-7.8,-16.0,-15.2
2005 Cincinnati R16,L vs Hewitt,3.0,2.6,3.4,44.4%,11.1%,0.0%,33.3%,47.8%,31.3%,-6.0,-13.6,-7.0,-21.2
2004 Wimbledon SF,L vs Roddick,2.9,2.2,3.5,48.7%,48.8%,46.2%,58.3%,51.8%,22.1%,5.0,5.1,-0.5,-0.7
2002 Wimbledon R128,W vs Federer,2.3,2.4,2.2,59.4%,51.7%,25.0%,33.3%,38.4%,11.5%,6.5,19.7,-9.0,-17.6
Career (12 matches),,3.8,3.7,3.9,48.1%,42.8%,39.2%,43.5%,49.8%,19.8%,-0.9,-0.9,-3.3,-3.9
