Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2010,5,2,3,40.0%,4-8,33.3%,56-66,45.9%,1-1,50.0%,5,68.3%,23.3%,10.5%,3.4%,59.9%,70.3%,41.2%,58.6%,35.5%,47.3%,0.86,R32 (2x)
2009,20,13,7,65.0%,29-21,58.0%,262-234,52.8%,5-4,55.6%,19,83.9%,21.0%,10.5%,1.8%,61.7%,74.2%,57.0%,67.6%,37.2%,51.4%,1.15,F (Zagreb)
2008,49,32,17,65.3%,76-47,61.8%,663-572,53.7%,14-11,56.0%,45,86.1%,20.3%,11.7%,2.9%,62.5%,76.1%,52.8%,67.4%,36.9%,51.9%,1.13,F (Marseille)
2007,24,13,11,54.2%,34-25,57.6%,301-258,53.8%,2-4,33.3%,23,85.2%,22.3%,12.1%,2.5%,63.6%,76.4%,53.2%,68.0%,36.2%,51.9%,1.13,QF (2x)
2006,73,55,18,75.3%,122-68,64.2%,1033-849,54.9%,19-16,54.3%,70,85.5%,23.0%,11.5%,2.6%,62.7%,75.4%,53.1%,67.1%,37.0%,52.1%,1.12,W (2x)
2005,71,44,27,62.0%,115-69,62.5%,992-839,54.2%,22-12,64.7%,65,86.4%,22.9%,15.1%,3.8%,61.4%,79.0%,50.7%,68.1%,37.4%,52.5%,1.17,W (s Hertogenbosch)
2004,51,27,24,52.9%,72-63,53.3%,710-650,52.2%,8-18,30.8%,47,82.9%,22.8%,11.6%,3.9%,61.9%,74.5%,52.8%,66.2%,37.3%,51.5%,1.10,F (Milan)
2003,36,15,21,41.7%,44-57,43.6%,494-530,48.2%,10-14,41.7%,32,78.1%,20.6%,9.2%,4.7%,58.1%,71.9%,49.9%,62.7%,36.3%,49.7%,0.97,QF (2x)
2002,10,3,7,30.0%,11-17,39.3%,136-148,47.9%,2-3,40.0%,10,75.0%,21.5%,6.9%,6.0%,49.8%,73.9%,46.0%,59.9%,37.4%,48.3%,0.93,R16 (Indianapolis)
2001,1,1,0,100.0%,2-1,66.7%,17-15,53.1%,1-0,100.0%,0,,,,,,,,,,,,
2000,3,3,0,100.0%,7-1,87.5%,47-29,61.8%,0-0,-,0,,,,,,,,,,,,
1999,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,,
Career,344,208,136,60.5%,516-379,57.7%,4719-4202,52.9%,84-83,50.3%,316,83.8%,22.1%,11.8%,3.4%,61.2%,75.5%,51.9%,66.4%,37.0%,51.5%,1.10,
