Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,192,111,81,57.8%,279-214,56.6%,2558-2307,52.6%,46-48,48.9%,182,83.2%,21.8%,11.6%,3.3%,61.0%,75.2%,51.3%,65.9%,37.1%,51.2%,1.09
Clay,61,35,26,57.4%,85-76,52.8%,821-767,51.7%,12-14,46.2%,55,76.7%,27.3%,8.4%,2.6%,60.6%,70.6%,50.5%,62.7%,39.3%,51.1%,1.05
Grass,53,39,14,73.6%,97-52,65.1%,839-685,55.1%,15-12,55.6%,53,89.6%,20.2%,14.4%,5.0%,60.4%,79.6%,53.0%,69.0%,36.0%,52.4%,1.16
Carpet,38,23,15,60.5%,55-37,59.8%,501-443,53.1%,11-9,55.0%,26,90.0%,16.7%,14.6%,2.0%,67.0%,79.7%,58.4%,72.7%,33.3%,52.5%,1.22
Grand Slams,64,43,21,67.2%,136-93,59.4%,1201-1063,53.0%,16-13,55.2%,64,82.2%,23.7%,10.5%,3.4%,60.2%,75.6%,50.7%,65.6%,37.9%,51.6%,1.10
Masters,75,39,36,52.0%,94-88,51.6%,906-887,50.5%,17-15,53.1%,75,79.1%,21.4%,10.3%,3.1%,60.9%,72.5%,48.9%,63.3%,36.9%,50.1%,1.00
Other Tours,181,113,68,62.4%,246-164,60.0%,2226-1881,54.2%,40-49,44.9%,177,86.8%,21.5%,13.2%,3.5%,62.0%,76.9%,53.9%,68.2%,36.6%,52.1%,1.15
Best of 5,82,51,31,62.2%,166-121,57.8%,1498-1350,52.6%,22-19,53.7%,65,82.1%,23.7%,10.5%,3.4%,60.2%,75.5%,50.6%,65.6%,37.8%,51.5%,1.10
Best of 3,262,157,105,59.9%,350-258,57.6%,3221-2852,53.0%,62-64,49.2%,251,84.5%,21.5%,12.3%,3.4%,61.6%,75.6%,52.4%,66.7%,36.7%,51.5%,1.10
Finals,11,3,8,27.3%,8-17,32.0%,114-138,45.2%,2-2,50.0%,11,78.9%,12.0%,13.9%,2.5%,62.8%,75.1%,48.0%,65.0%,32.6%,48.0%,0.93
Semi-finals,19,11,8,57.9%,25-20,55.6%,236-200,54.1%,2-4,33.3%,19,85.3%,22.6%,12.0%,3.7%,61.1%,75.1%,51.7%,66.0%,38.6%,52.0%,1.14
Quarter-finals,36,19,17,52.8%,42-41,50.6%,412-401,50.7%,9-5,64.3%,35,83.6%,16.9%,12.3%,2.9%,63.9%,74.3%,52.1%,66.3%,34.2%,50.4%,1.02
vs Righties,307,186,121,60.6%,464-340,57.7%,4241-3774,52.9%,78-74,51.3%,282,83.7%,22.2%,11.7%,3.4%,61.2%,75.5%,51.8%,66.3%,37.1%,51.6%,1.10
vs Lefties,37,22,15,59.5%,52-39,57.1%,478-428,52.8%,6-9,40.0%,34,84.8%,20.8%,12.2%,3.8%,61.2%,75.6%,52.3%,66.6%,36.0%,51.1%,1.08
vs Top 10,54,13,41,24.1%,45-108,29.4%,649-848,43.4%,9-9,50.0%,50,73.7%,12.9%,9.3%,3.2%,60.2%,71.2%,46.6%,61.4%,32.0%,47.0%,0.83
