Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2008 Canada R64,L vs Dancevic,70.4%,39.5%,11.1%,3/3,2.27,29.0%,66.7%,25.0%,10.0%,2.17,52.9%,90.0%,55.6%,15.0%,2.39,0.0%
2008 Wimbledon QF,L vs Federer,45.1%,25.0%,15.5%,4/7,1.64,33.9%,43.2%,21.1%,18.2%,1.42,12.9%,59.1%,30.8%,13.6%,1.89,57.1%
2008 Roland Garros R32,L vs Federer,59.2%,33.3%,2.8%,1/1,2.37,27.0%,62.2%,32.1%,2.2%,2.43,25.0%,63.6%,35.7%,4.5%,2.28,29.6%
2008 Miami R64,W vs Murray,81.9%,53.2%,6.4%,3/3,2.13,34.7%,71.1%,62.5%,13.3%,1.74,68.6%,95.7%,46.7%,0.0%,2.49,2.7%
2008 Marseille F,L vs Murray,65.8%,53.8%,3.8%,2/1,2.03,18.0%,40.0%,43.8%,5.0%,1.97,25.0%,94.7%,58.3%,2.6%,2.14,5.6%
2006 Wimbledon QF,L vs Federer,63.2%,41.8%,9.2%,3/5,-,48.1%,52.0%,42.3%,4.0%,-,37.0%,80.6%,41.4%,16.7%,-,60.0%
2006 Roland Garros QF,L vs Federer,67.4%,40.3%,5.4%,0/5,1.81,34.3%,68.5%,45.9%,9.3%,1.74,30.0%,83.3%,32.0%,0.0%,1.91,40.7%
2006 Hamburg SF,L vs Robredo,88.3%,36.8%,3.9%,1/2,1.97,18.6%,88.3%,30.2%,3.3%,2.13,29.0%,88.2%,60.0%,5.9%,1.80,7.1%
2006 Rome QF,L vs Nalbandian,83.6%,34.8%,7.3%,1/3,1.97,7.7%,81.8%,27.8%,9.1%,1.85,15.0%,87.5%,39.3%,6.3%,2.08,0.0%
2005 Cincinnati R16,L vs Hewitt,53.3%,33.3%,6.7%,2/1,1.69,0.0%,44.4%,37.5%,11.1%,1.67,0.0%,84.2%,31.3%,5.3%,1.71,0.0%
2004 Wimbledon SF,L vs Roddick,48.1%,49.2%,9.2%,4/8,1.24,37.5%,51.7%,35.5%,11.7%,1.17,43.9%,68.1%,62.5%,10.6%,1.34,29.0%
2002 Wimbledon R128,W vs Federer,46.4%,43.6%,9.5%,2/6,1.70,23.4%,55.0%,40.9%,5.0%,1.65,10.0%,70.8%,47.1%,25.0%,1.74,33.3%
Career (12 matches),,63.6%,42.0%,7.6%,36.6%,1.88,28.7%,61.0%,37.7%,8.3%,1.80,31.9%,81.4%,46.5%,8.2%,1.97,25.0%
