Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R128,L vs Gibson,59.7%,52.5%,7.5%,2/3,2.43,6.0%,52.2%,41.7%,4.3%,2.55,13.6%,84.2%,68.8%,15.8%,2.33,0.0%
2025 Guangzhou F,W vs Sun,60.2%,66.0%,8.4%,3/4,2.64,5.3%,60.9%,60.7%,2.2%,2.83,9.7%,66.7%,72.7%,18.2%,2.42,0.0%
2025 Cleveland F,L vs Cirstea,72.9%,41.9%,13.6%,0/8,2.77,11.5%,70.4%,36.8%,3.7%,2.62,18.8%,75.0%,45.8%,21.9%,3.01,0.0%
2025 Singapore F,L vs Mertens,59.6%,48.4%,0.0%,0/0,2.52,6.1%,53.8%,47.6%,0.0%,2.71,12.0%,83.3%,50.0%,0.0%,2.33,0.0%
2025 Australian Open R128,L vs Keys,56.5%,54.3%,11.3%,2/5,2.71,26.5%,50.0%,54.5%,6.8%,2.73,39.1%,76.5%,53.8%,23.5%,2.68,0.0%
2025 Auckland R16,L vs Volynets,94.0%,44.4%,6.0%,2/2,2.51,5.4%,96.4%,40.7%,3.6%,2.54,9.7%,81.8%,66.7%,18.2%,2.46,0.0%
2024 Merida F,L vs Sonmez,68.8%,36.4%,2.1%,0/1,2.50,0.0%,73.5%,40.0%,2.9%,2.45,0.0%,88.9%,25.0%,0.0%,2.59,0.0%
2024 Merida SF,W vs Kudermetova,67.9%,66.0%,7.7%,2/4,2.85,3.3%,75.0%,63.3%,2.5%,2.93,2.5%,65.7%,69.6%,14.3%,2.70,5.0%
2023 US Open Q1,L vs Martinez Cirez,75.3%,50.0%,1.3%,1/0,2.36,4.0%,76.7%,51.5%,0.0%,2.53,7.1%,83.3%,48.0%,3.3%,2.13,0.0%
2023 Cincinnati R32,L vs Sabalenka,55.6%,56.0%,8.9%,6/2,2.43,10.4%,57.4%,55.6%,8.5%,2.27,12.2%,62.2%,56.5%,10.8%,2.67,7.7%
2021 Tenerife F,W vs Osorio,81.3%,59.0%,8.3%,2/2,2.48,21.3%,82.1%,60.9%,7.1%,2.61,28.6%,94.1%,56.3%,11.8%,2.12,0.0%
2021 Roland Garros R64,L vs Svitolina,83.0%,40.9%,7.5%,3/1,2.74,7.8%,87.1%,29.6%,3.2%,2.60,11.1%,81.0%,58.8%,14.3%,3.07,0.0%
2021 Monterrey R32,W vs Rus,58.3%,51.4%,1.7%,1/0,2.24,7.1%,62.5%,48.0%,2.5%,2.44,14.3%,66.7%,60.0%,0.0%,2.04,0.0%
2021 Australian Open R32,L vs Sabalenka,57.4%,38.7%,13.0%,5/2,2.75,17.8%,52.8%,42.1%,11.1%,2.81,27.6%,85.7%,33.3%,21.4%,2.64,0.0%
2021 Grampians Trophy SF,W vs Brady,65.5%,52.7%,3.6%,3/0,2.66,6.2%,62.0%,45.2%,4.0%,2.55,10.0%,75.0%,62.5%,3.1%,2.83,0.0%
2021 Grampians Trophy QF,W vs Cirstea,74.1%,62.8%,6.9%,2/2,2.58,0.0%,84.2%,59.4%,2.6%,2.37,0.0%,68.8%,72.7%,18.8%,2.85,0.0%
2020 ITF Tyler F,W vs Kostyuk,74.8%,48.2%,4.5%,1/4,2.48,2.6%,81.3%,50.8%,1.3%,2.67,4.3%,85.7%,38.9%,19.0%,2.19,0.0%
2020 Australian Open Q1,W vs Sherif,72.7%,50.0%,3.0%,1/1,2.50,12.5%,79.5%,51.4%,0.0%,2.42,18.8%,61.9%,46.2%,9.5%,2.68,0.0%
2019 ITF Concord F,L vs Dolehide,64.7%,48.5%,3.9%,2/0,2.49,11.3%,61.8%,42.9%,2.9%,2.43,14.6%,70.6%,58.3%,5.9%,2.59,4.8%
2019 ITF Concord SF,W vs Arconada,75.3%,57.4%,3.7%,1/2,2.53,0.0%,80.0%,52.5%,0.0%,2.55,0.0%,87.5%,66.7%,12.5%,2.51,0.0%
Last 52 Weeks (3 matches),,63.6%,54.1%,9.6%,25.0%,2.62,7.5%,59.7%,47.9%,3.4%,2.68,14.1%,73.8%,61.3%,19.0%,2.55,0.0%
Career (21 matches),,69.4%,51.6%,6.6%,49.5%,2.56,7.6%,71.1%,48.9%,3.8%,2.59,11.8%,76.1%,56.6%,13.1%,2.50,1.1%
