Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
20-Oct-2025,Guangzhou,Hard,F,44,116,(2) Li d. (Q) Lulu Sun [NZL],7-6(6) 6-2,1.20,8.6%,2.5%,58.0%,68.1%,55.9%,7/8,1:41
17-Aug-2025,Cleveland,Hard,F,69,112,(Q) Sorana Cirstea [ROU] d. Li,6-2 6-4,0.67,3.1%,1.6%,59.4%,65.8%,38.5%,6/9,1:24
27-Jan-2025,Singapore,Hard,F,85,32,(2) Elise Mertens [BEL] d. Li,6-1 6-4,0.62,5.2%,1.7%,55.2%,59.4%,38.5%,4/9,
28-Oct-2024,Merida,Hard,F,111,127,Zeynep Sonmez [TUR] d. Li,6-2 6-1,0.62,4.9%,1.6%,65.6%,42.5%,42.9%,4/10,1:10
14-Oct-2024,W100 Macon GA,Hard,F,120,99,(2) Anna Blinkova [RUS] d. (5) Li,2-6 6-2 7-6(4),,,,,,,,
08-Jul-2024,Bastad 125,Clay,F,143,89,(7) Martina Trevisan [ITA] d. Li,6-2 6-2,0.59,4.1%,0.0%,57.1%,64.3%,33.3%,2/6,1:10
10-Jun-2024,Valencia 125,Clay,F,172,69,Li d. (1) Viktoriya Tomova [BUL],6-3 6-4,1.10,5.8%,2.9%,63.8%,70.5%,36.0%,7/9,1:18
01-May-2023,W100 Bonita Springs,Clay,F,229,183,(7) Kayla Day [USA] d. Li,6-2 6-2,,,,,,,,
18-Oct-2021,Tenerife,Hard,F,60,63,Li d. Camila Osorio [COL],6-1 6-4,1.40,1.8%,0.0%,75.4%,67.4%,42.9%,3/5,1:10
26-Oct-2020,W80 Tyler TX,Hard,F,112,104,(7) Li d. (8) Marta Kostyuk [UKR],7-5 1-6 6-3,,,,,,,,
