Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells R128,L vs Gibson,3.6,3.9,3.3,42.4%,37.9%,60.0%,50.0%,59.0%,37.3%,2.0,2.2,0.5,1.1
2025 Guangzhou F,W vs Sun,3.0,3.2,2.8,48.6%,62.2%,64.3%,100.0%,56.7%,34.6%,19.0,22.1,10.0,20.0
2025 Cleveland F,L vs Cirstea,4.2,4.1,4.2,43.1%,41.7%,35.3%,60.0%,51.2%,23.8%,4.5,4.5,1.5,1.9
2025 Singapore F,L vs Mertens,4.7,5.3,4.0,35.2%,23.3%,75.0%,71.4%,49.3%,19.5%,11.5,11.4,-5.0,-5.6
2025 Australian Open R128,L vs Keys,2.8,2.7,2.8,43.6%,60.0%,58.3%,50.0%,60.8%,21.3%,2.0,3.0,1.0,2.8
2025 Auckland R16,L vs Volynets,5.7,5.3,6.1,51.0%,45.2%,36.7%,40.0%,63.5%,15.3%,-1.0,-0.5,-3.0,-2.9
2024 Merida F,L vs Sonmez,4.3,4.6,4.0,44.1%,20.0%,38.5%,58.3%,54.0%,21.6%,-4.5,-4.2,-7.0,-9.6
2024 Merida SF,W vs Kudermetova,3.2,3.2,3.1,52.3%,55.0%,69.2%,25.0%,54.6%,35.5%,15.5,15.7,4.0,6.7
2023 US Open Q1,L vs Martinez Cirez,4.4,4.3,4.4,52.6%,62.1%,53.8%,50.0%,59.9%,10.1%,16.0,10.2,-4.0,-4.2
2023 Cincinnati R32,L vs Sabalenka,2.9,3.0,2.7,44.9%,61.9%,56.3%,-,48.5%,19.0%,4.0,5.0,4.5,5.7
2021 Tenerife F,W vs Osorio,4.1,3.8,4.5,57.9%,60.6%,62.5%,42.9%,56.5%,24.3%,11.5,13.2,3.5,6.6
2021 Roland Garros R64,L vs Svitolina,4.5,4.4,4.6,45.5%,32.4%,47.4%,44.4%,56.9%,23.4%,5.5,5.0,-6.0,-8.5
2021 Monterrey R32,W vs Rus,3.2,3.3,3.0,52.2%,58.3%,60.0%,40.0%,62.0%,16.7%,8.5,9.0,-0.5,-1.0
2021 Australian Open R32,L vs Sabalenka,2.8,3.1,2.5,40.7%,37.5%,40.0%,0.0%,53.3%,20.0%,-3.5,-7.1,0.0,0.0
2021 Grampians Trophy SF,W vs Brady,3.5,3.5,3.5,49.6%,51.4%,62.5%,70.0%,49.2%,22.2%,13.0,11.4,-1.0,-1.1
2021 Grampians Trophy QF,W vs Cirstea,2.9,2.7,3.0,63.0%,54.5%,50.0%,66.7%,58.2%,19.6%,9.5,17.6,8.5,23.0
2020 ITF Tyler F,W vs Kostyuk,4.5,4.9,4.2,51.0%,42.6%,55.9%,42.9%,64.9%,14.6%,6.0,2.5,-5.0,-4.3
2020 Australian Open Q1,W vs Sherif,3.9,3.8,4.0,52.9%,51.4%,50.0%,71.4%,60.2%,14.6%,31.0,26.7,7.5,11.0
2019 ITF Concord F,L vs Dolehide,3.9,4.4,3.0,36.4%,38.5%,92.9%,60.0%,49.5%,18.1%,1.5,1.8,8.5,11.2
2019 ITF Concord SF,W vs Arconada,4.0,3.6,4.4,54.8%,50.9%,41.2%,75.0%,53.7%,12.3%,4.0,2.9,2.0,1.8
Last 52 Weeks (3 matches),,3.5,3.7,3.4,45.1%,48.9%,51.2%,59.1%,55.4%,31.0%,8.5,9.2,4.0,6.9
Career (21 matches),,3.8,3.8,3.7,47.7%,47.9%,54.5%,54.1%,56.4%,20.4%,7.6,7.0,0.5,0.7
