Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Indian Wells R128,L vs Gibson,18,18,1.0,13.4%,13.4%,12,18,0.7,10.0%,15.0%,7.5%,2.5%,1.1,22.4%,20.1%
2025 Guangzhou F,W vs Sun,29,18,1.6,17.7%,11.0%,22,16,1.4,15.2%,11.0%,11.0%,4.1%,0.6,11.0%,18.9%
2025 Cleveland F,L vs Cirstea,18,28,0.6,14.6%,22.8%,16,27,0.6,13.4%,22.7%,10.9%,2.5%,1.0,10.6%,10.6%
2025 Singapore F,L vs Mertens,24,29,0.8,21.8%,26.4%,21,28,0.8,21.0%,28.0%,15.0%,6.0%,1.3,14.5%,10.9%
2025 Australian Open R128,L vs Keys,10,15,0.7,8.1%,12.2%,7,13,0.5,6.3%,11.7%,6.3%,0.0%,1.0,16.3%,16.3%
2025 Auckland R16,L vs Volynets,19,45,0.4,14.6%,34.6%,18,44,0.4,14.1%,34.4%,10.9%,3.1%,0.5,6.9%,13.8%
2024 Merida F,L vs Sonmez,15,39,0.4,13.8%,35.8%,12,38,0.3,12.1%,38.4%,10.1%,2.0%,0.6,10.1%,15.6%
2024 Merida SF,W vs Kudermetova,15,27,0.6,9.1%,16.5%,14,22,0.6,9.2%,14.4%,7.2%,1.3%,0.3,6.7%,25.0%
2024 US Open R128,L vs Tomljanovic,20,43,0.5,12.8%,27.6%,17,40,0.4,12.4%,29.2%,10.9%,1.5%,0.3,6.4%,23.7%
2023 Cincinnati R32,L vs Sabalenka,23,27,0.9,12.4%,14.6%,20,24,0.8,11.8%,14.2%,7.7%,4.1%,0.8,15.7%,20.0%
2022 US Open R128,L vs Osorio,20,28,0.7,12.7%,17.7%,18,26,0.7,12.2%,17.6%,8.1%,2.7%,1.1,15.2%,13.3%
2022 Wimbledon R64,L vs Bouzkova,18,25,0.7,16.4%,22.7%,18,25,0.7,16.8%,23.4%,10.3%,5.6%,1.8,16.4%,9.1%
2022 Wimbledon R128,W vs Bronzetti,21,21,1.0,21.0%,21.0%,18,20,0.9,18.8%,20.8%,13.5%,4.2%,0.5,5.0%,11.0%
2021 Tenerife F,W vs Osorio,15,13,1.2,14.3%,12.4%,14,13,1.1,14.0%,13.0%,9.0%,5.0%,0.6,13.3%,22.9%
2021 US Open R128,L vs Kucova,20,26,0.8,19.2%,25.0%,16,18,0.9,18.2%,20.5%,8.0%,3.4%,1.3,15.4%,11.5%
2021 Wimbledon R128,L vs Podoroska,21,18,1.2,13.4%,11.5%,21,14,1.5,14.4%,9.6%,12.3%,2.1%,0.7,8.9%,12.7%
2021 Roland Garros R64,L vs Svitolina,15,25,0.6,12.8%,21.4%,15,25,0.6,13.6%,22.7%,,,0.9,15.4%,16.2%
2021 Roland Garros R128,W vs Gasparyan,13,9,1.4,16.5%,11.4%,13,9,1.4,19.1%,13.2%,,,0.2,6.3%,27.8%
2021 Monterrey R32,W vs Rus,16,27,0.6,12.8%,21.6%,15,22,0.7,13.3%,19.5%,10.6%,2.7%,0.1,3.2%,21.6%
2021 Australian Open R32,L vs Sabalenka,9,14,0.6,8.1%,12.6%,9,14,0.6,9.1%,14.1%,,,1.6,18.9%,11.7%
Career (31 matches),,594,851,0.7,14.3%,20.4%,538,797,0.7,13.9%,20.6%,7.6%,2.8%,0.6,10.8%,17.5%
