Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,114,61,53,53.5%,135-125,51.9%,1274-1200,51.5%,14-13,51.9%,112,67.8%,34.8%,4.3%,3.2%,59.8%,65.4%,47.2%,58.1%,43.6%,50.8%,1.04
Clay,19,10,9,52.6%,22-21,51.2%,201-198,50.4%,2-3,40.0%,19,64.2%,36.9%,5.0%,3.0%,61.4%,62.2%,45.4%,55.7%,44.6%,50.3%,1.01
Grass,15,6,9,40.0%,15-20,42.9%,150-176,46.0%,4-4,50.0%,15,67.7%,24.1%,3.0%,3.5%,59.6%,62.7%,47.6%,56.6%,39.1%,48.0%,0.90
Grand Slams,29,13,16,44.8%,29-34,46.0%,285-293,49.3%,4-4,50.0%,29,66.6%,31.8%,3.8%,3.5%,61.2%,62.2%,47.2%,56.4%,42.7%,49.7%,0.98
Premiers,25,11,14,44.0%,25-34,42.4%,275-293,48.4%,3-5,37.5%,25,66.6%,30.6%,3.5%,3.2%,60.5%,63.2%,47.2%,56.9%,41.3%,49.4%,0.96
Internationals,72,46,26,63.9%,96-66,59.3%,815-710,53.4%,10-6,62.5%,70,68.1%,38.0%,4.1%,3.1%,60.0%,66.1%,47.0%,58.4%,45.0%,51.6%,1.08
Finals,5,2,3,40.0%,4-6,40.0%,39-49,44.3%,1-0,100.0%,5,62.2%,23.8%,5.0%,1.6%,62.3%,61.0%,44.6%,54.8%,39.3%,47.5%,0.87
Semi-finals,8,6,2,75.0%,9-7,56.3%,86-74,53.8%,2-2,50.0%,7,73.9%,36.4%,5.1%,3.6%,62.5%,71.1%,45.2%,61.4%,45.7%,53.3%,1.18
Quarter-finals,12,8,4,66.7%,18-9,66.7%,141-110,56.2%,2-0,100.0%,11,66.1%,42.9%,4.1%,3.0%,56.4%,65.6%,49.3%,58.5%,46.6%,52.8%,1.12
vs Righties,134,68,66,50.7%,153-153,50.0%,1469-1429,50.7%,17-20,45.9%,132,66.9%,34.2%,4.2%,3.2%,59.9%,64.3%,47.2%,57.5%,43.3%,50.4%,1.02
vs Lefties,12,8,4,66.7%,17-10,63.0%,135-123,52.3%,3-0,100.0%,12,74.2%,29.8%,4.7%,3.4%,60.5%,69.5%,46.0%,60.2%,42.6%,51.2%,1.07
vs Top 10,11,1,10,9.1%,3-21,12.5%,84-135,38.4%,0-2,0.0%,11,58.7%,18.5%,3.4%,3.2%,63.0%,59.9%,43.9%,54.0%,36.0%,45.4%,0.78
