Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,45,28,17,62.2%,59-42,58.4%,491-429,53.4%,3-6,33.3%,15,67.9%,46.5%,4.0%,2.4%,60.6%,64.8%,44.7%,56.9%,48.1%,52.6%,1.11,W (Valencia 125)
2023,43,24,19,55.8%,56-48,53.8%,493-450,52.3%,2-5,28.6%,6,59.4%,39.4%,5.4%,4.4%,50.7%,62.7%,48.8%,55.8%,44.0%,49.9%,1.00,F (W100 Bonita Springs)
2022,8,5,3,62.5%,12-9,57.1%,102-97,51.3%,2-0,100.0%,8,64.3%,37.4%,3.0%,4.1%,59.1%,63.5%,45.0%,55.9%,44.4%,50.2%,1.01,SF (Midland 125)
2021,7,5,2,71.4%,10-5,66.7%,78-62,55.7%,1-1,50.0%,6,73.7%,44.3%,7.0%,5.2%,59.1%,70.6%,51.1%,62.6%,46.7%,53.8%,1.25,SF (Chicago 125)
2020,11,8,3,72.7%,17-8,68.0%,130-108,54.6%,1-1,50.0%,1,28.6%,33.3%,1.1%,1.1%,62.6%,52.6%,29.4%,44.0%,43.5%,43.8%,0.78,W (W80 Tyler TX)
2019,59,39,20,66.1%,81-48,62.8%,665-533,55.5%,5-2,71.4%,5,73.2%,33.9%,2.1%,5.2%,54.0%,71.2%,43.5%,58.4%,42.4%,50.7%,1.02,W (W25 Osprey FL)
2018,27,13,14,48.1%,26-34,43.3%,271-286,48.7%,2-2,50.0%,1,45.5%,30.0%,3.1%,4.6%,56.9%,59.5%,35.7%,49.2%,45.1%,47.1%,0.89,F (Lexington KY $60K)
2017,14,10,4,71.4%,21-13,61.8%,163-143,53.3%,2-0,100.0%,0,,,,,,,,,,,,W (Evansville IN $15K)
2016,3,1,2,33.3%,3-4,42.9%,34-34,50.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (Bethany Beach DE $10K)
Career,217,133,84,61.3%,285-211,57.5%,2427-2142,53.1%,18-18,50.0%,42,65.5%,41.0%,4.0%,3.7%,57.9%,65.2%,45.4%,56.8%,45.7%,51.3%,1.06,
