Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Taipei QF,L vs Babos,0.94,0.83,62.8,2.0,4.8%,66.7%,2.6%,46.2%,24.5%,53.1%
2019 W25 Chiswick R32,L vs Rushiti,0.92,0.80,60.2,7.1,-,54.5%,-,50.0%,43.8%,39.0%
2019 W25 Santa Margherita Di Pula QF,L vs Pieri,0.80,0.77,61.0,3.2,5.4%,56.8%,2.9%,42.9%,45.5%,51.2%
2019 W25 Santa Margherita Di Pula R16,W vs Sabino,1.18,1.68,38.6,2.2,0.0%,73.1%,0.0%,48.0%,53.6%,58.3%
2019 W25 Santa Margherita Di Pula QF,L vs Yerolymos,0.91,0.66,50.3,2.2,5.4%,43.2%,5.6%,61.1%,39.3%,29.6%
2019 W25 Santa Margherita Di Pula R32,L vs Grymalska,0.80,0.52,34.8,2.1,0.0%,50.0%,4.8%,47.6%,35.7%,30.8%
2019 W25 Canberra R16,L vs Aiava,0.91,0.64,45.9,2.8,3.4%,62.1%,3.7%,44.4%,35.3%,30.0%
2019 W25 Canberra R32,W vs Kaji,1.20,1.56,44.5,2.2,0.0%,60.0%,0.0%,55.6%,54.8%,55.2%
2019 W25 Mildura F,W vs Mcphee,0.95,1.01,73.4,2.4,1.6%,73.8%,3.6%,64.3%,33.3%,31.8%
2019 W25 Mildura SF,W vs Sun,1.04,1.29,57.0,2.8,2.4%,73.2%,0.0%,52.8%,43.1%,46.9%
2019 W25 Mildura R16,W vs Patterson,1.16,2.41,45.2,2.3,8.7%,78.3%,11.1%,77.8%,43.3%,48.1%
2019 W25 Mildura R32,W vs Ueda,0.96,1.21,63.5,2.5,6.3%,62.5%,0.0%,58.5%,51.5%,47.6%
2019 W60 Kyoto R16,L vs Hibino,0.77,0.50,36.8,2.0,0.0%,61.5%,0.0%,52.2%,26.9%,29.2%
2019 W60 Launceston R32,L vs Rybakina,0.96,0.81,65.5,6.0,0.0%,51.3%,2.9%,54.3%,40.9%,38.5%
2019 W60 Burnie R32,L vs Woolcock,0.93,0.76,60.0,2.1,3.0%,60.6%,0.0%,51.9%,32.4%,37.8%
2018 Bol R32,L vs Errani,1.05,0.62,45.6,2.7,6.5%,35.5%,0.0%,53.6%,41.7%,25.0%
2018 Australian Open Q1,L vs Kovinic,0.91,0.81,58.4,2.3,7.7%,56.4%,5.6%,61.1%,38.8%,35.4%
2017 Bendigo $60K R16,L vs Tere Apisah,0.95,0.78,60.2,3.4,2.8%,66.7%,0.0%,44.1%,39.0%,34.2%
2017 Bendigo $60K R32,W vs Lorbergs,1.05,1.68,38.3,2.1,4.3%,52.2%,0.0%,60.9%,68.0%,71.4%
2017 Canberra $60K R32,L vs Sema,0.85,0.68,46.8,4.4,0.0%,63.6%,4.0%,48.0%,40.5%,28.1%
2019 (15 matches),,0.96,0.95,56.0,2.5,2.8%,62.0%,2.3%,53.9%,40.4%,42.5%
2018 (2 matches),,0.96,0.72,53.5,2.5,7.1%,47.1%,3.1%,57.8%,39.7%,31.9%
2017 (25 matches),,0.99,1.09,52.2,2.5,1.6%,58.3%,1.9%,54.4%,49.8%,46.0%
2016 (13 matches),,0.97,0.97,54.9,2.6,1.9%,53.6%,1.2%,56.2%,43.4%,47.1%
2015 (3 matches),,0.89,0.72,52.2,2.8,3.6%,41.8%,1.0%,49.5%,44.4%,42.7%
Career (59 matches),,0.97,0.98,53.8,2.6,2.3%,56.7%,1.8%,54.5%,44.9%,44.6%
