Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Taipei QF,L vs Babos,27% (4/15),100% (4/4),0/4,43% (6/14),17% (1/6),4/4,1/1,0/1,0/0,0/0
2019 W25 Chiswick R32,L vs Rushiti,29% (5/17),80% (4/5),0/5,35% (6/17),0% (0/6),3/4,1/2,1/2,0/0,1/2
2019 W25 Santa Margherita Di Pula QF,L vs Pieri,50% (6/12),83% (5/6),2/6,58% (7/12),14% (1/7),3/5,0/0,2/2,0/0,2/2
2019 W25 Santa Margherita Di Pula R16,W vs Sabino,78% (7/9),86% (6/7),2/3,33% (3/9),0% (0/3),3/6,2/3,0/0,1/1,0/0
2019 W25 Santa Margherita Di Pula QF,L vs Yerolymos,22% (2/9),50% (1/2),0/2,67% (6/9),33% (2/6),0/1,0/0,0/2,0/0,0/1
2019 W25 Santa Margherita Di Pula R32,L vs Grymalska,25% (2/8),0% (0/2),0/3,63% (5/8),20% (1/5),0/0,0/0,1/2,0/0,0/1
2019 W25 Canberra R16,L vs Aiava,18% (2/11),100% (2/2),0/3,50% (5/10),20% (1/5),1/2,0/0,2/3,0/0,1/1
2019 W25 Canberra R32,W vs Kaji,60% (6/10),100% (6/6),3/3,44% (4/9),25% (1/4),2/4,0/1,0/0,0/1,0/0
2019 W25 Mildura F,W vs Mcphee,27% (4/15),75% (3/4),0/0,20% (3/15),100% (3/3),2/2,1/1,2/2,0/0,0/0
2019 W25 Mildura SF,W vs Sun,57% (8/14),63% (5/8),0/1,15% (2/13),0% (0/2),3/4,1/1,0/1,0/0,0/0
2019 W25 Mildura R16,W vs Patterson,67% (6/9),67% (4/6),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,0/0,0/0
2019 W25 Mildura R32,W vs Ueda,71% (10/14),70% (7/10),2/3,36% (5/14),40% (2/5),5/6,1/1,0/0,1/1,0/0
2019 W60 Kyoto R16,L vs Hibino,0% (0/9),- (0/0),0/3,38% (3/8),0% (0/3),0/0,0/0,2/2,0/0,1/1
2019 W60 Launceston R32,L vs Rybakina,36% (5/14),80% (4/5),2/6,62% (8/13),25% (2/8),3/4,1/1,1/1,0/0,1/1
2019 W60 Burnie R32,L vs Woolcock,36% (4/11),75% (3/4),2/4,50% (5/10),20% (1/5),2/3,0/0,1/1,0/0,0/0
2018 Bol R32,L vs Errani,13% (1/8),100% (1/1),0/5,71% (5/7),0% (0/5),0/1,0/0,0/0,0/0,0/0
2018 Australian Open Q1,L vs Kovinic,36% (4/11),50% (2/4),1/3,50% (5/10),40% (2/5),2/2,0/0,0/0,0/0,0/0
2017 Bendigo $60K R16,L vs Tere Apisah,45% (5/11),40% (2/5),0/3,50% (5/10),20% (1/5),0/2,0/1,1/2,0/0,1/1
2017 Bendigo $60K R32,W vs Lorbergs,88% (7/8),100% (7/7),2/2,29% (2/7),0% (0/2),5/6,1/2,0/0,0/1,0/0
2017 Canberra $60K R32,L vs Sema,25% (3/12),67% (2/3),0/4,45% (5/11),20% (1/5),2/2,1/1,0/0,0/0,0/0
2019 (15 matches),,40.1%,76.1%,28.3%,40.2%,22.1%,70.8%,75.0%,63.2%,66.7%,66.7%
2018 (2 matches),,26.3%,60.0%,12.5%,58.8%,20.0%,66.7%,-,-,-,-
2017 (25 matches),,56.5%,78.5%,43.5%,46.1%,25.2%,73.1%,78.3%,45.0%,75.0%,33.3%
2016 (13 matches),,52.9%,74.3%,37.8%,47.8%,16.9%,66.0%,75.0%,50.0%,80.0%,57.1%
2015 (3 matches),,45.5%,80.0%,26.7%,68.8%,9.1%,80.0%,0.0%,16.7%,-,0.0%
Career (59 matches),,49.1%,76.6%,34.6%,46.8%,20.9%,70.9%,75.0%,49.2%,75.0%,48.1%
