Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,51,35,16,68.6%,74-50,59.7%,638-590,52.0%,19-7,73.1%,51,80.8%,24.4%,7.3%,5.0%,61.2%,71.7%,53.2%,64.5%,38.1%,51.3%,1.07
Clay,7,1,6,14.3%,4-13,23.5%,70-94,42.7%,1-1,50.0%,7,71.6%,13.6%,3.0%,4.5%,58.3%,66.6%,50.7%,59.9%,32.1%,46.5%,0.80
Grass,7,4,3,57.1%,8-8,50.0%,80-86,48.2%,3-2,60.0%,7,81.5%,13.8%,7.9%,6.1%,59.7%,72.9%,50.2%,63.8%,31.9%,48.8%,0.88
Grand Slams,9,5,4,55.6%,16-15,51.6%,149-146,50.5%,5-2,71.4%,9,79.3%,23.1%,7.8%,5.1%,61.8%,70.8%,49.3%,62.6%,36.7%,49.7%,0.98
Masters,21,12,9,57.1%,28-22,56.0%,259-258,50.1%,11-3,78.6%,21,79.8%,18.7%,6.7%,5.9%,58.7%,71.9%,53.2%,64.2%,36.2%,50.4%,1.01
Other Tours,30,19,11,63.3%,38-31,55.1%,355-342,50.9%,7-5,58.3%,30,80.0%,21.9%,6.7%,4.7%,60.9%,70.6%,52.6%,63.5%,36.8%,50.4%,1.01
Best of 5,14,9,5,64.3%,20-18,52.6%,174-170,50.6%,5-2,71.4%,14,79.9%,27.0%,7.6%,4.5%,63.1%,71.8%,51.6%,64.3%,37.9%,51.1%,1.06
Best of 3,51,31,20,60.8%,66-53,55.5%,614-600,50.6%,18-8,69.2%,51,79.9%,20.6%,6.7%,5.2%,59.9%,71.1%,52.9%,63.8%,36.5%,50.4%,1.01
Finals,3,2,1,66.7%,3-3,50.0%,24-30,44.4%,1-0,100.0%,3,81.3%,12.9%,3.8%,3.8%,61.5%,73.4%,48.8%,63.9%,31.9%,48.9%,0.88
Semi-finals,4,3,1,75.0%,5-3,62.5%,41-36,53.2%,0-0,-,4,78.3%,35.6%,5.8%,2.4%,61.2%,65.6%,57.0%,62.2%,43.3%,52.8%,1.15
Quarter-finals,7,3,4,42.9%,7-12,36.8%,85-105,44.7%,2-2,50.0%,7,75.5%,16.8%,6.5%,5.1%,64.2%,67.8%,48.6%,60.9%,33.3%,47.3%,0.85
vs Righties,53,30,23,56.6%,67-63,51.5%,636-638,49.9%,17-9,65.4%,53,79.4%,21.5%,6.9%,4.8%,60.6%,70.4%,53.2%,63.6%,36.5%,50.3%,1.00
vs Lefties,9,8,1,88.9%,15-6,71.4%,121-107,53.1%,6-1,85.7%,9,82.0%,21.8%,7.1%,6.1%,62.1%,75.3%,47.1%,64.6%,37.7%,51.3%,1.06
vs Top 10,9,4,5,44.4%,8-15,34.8%,96-127,43.0%,3-2,60.0%,9,76.4%,11.7%,6.3%,7.1%,62.2%,67.5%,49.1%,60.5%,32.4%,46.8%,0.82
