Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells QF,L vs Sinner,60.4%,41.4%,2.1%,0/1,2.42,12.1%,48.4%,40.0%,0.0%,2.24,4.8%,87.5%,42.9%,6.3%,2.75,25.0%
2026 Australian Open QF,L vs Zverev,62.4%,42.2%,0.8%,1/0,2.28,3.4%,56.3%,42.6%,1.0%,2.19,5.1%,80.6%,41.4%,0.0%,2.43,0.0%
2026 Australian Open R16,W vs Medvedev,74.1%,60.3%,0.0%,0/0,2.26,2.1%,75.9%,54.5%,0.0%,2.30,3.4%,90.5%,73.7%,0.0%,2.19,0.0%
2026 Australian Open R32,W vs Borges,71.9%,52.2%,0.0%,0/0,2.31,8.8%,70.9%,50.0%,0.0%,2.47,14.3%,86.7%,61.5%,0.0%,2.05,0.0%
2026 Australian Open R64,W vs Shevchenko,75.5%,63.4%,2.1%,0/2,2.38,19.7%,72.9%,65.1%,0.0%,2.36,30.6%,82.4%,60.7%,5.9%,2.40,6.7%
2026 Australian Open R128,W vs Giron,73.9%,53.8%,2.3%,4/0,2.39,17.3%,66.4%,47.9%,1.9%,2.27,29.3%,89.4%,61.0%,3.0%,2.54,2.2%
2026 Brisbane R32,W vs Ugo Carabelli,72.7%,45.8%,1.5%,1/0,2.29,30.4%,70.3%,34.6%,0.0%,2.20,46.4%,81.5%,59.1%,3.7%,2.42,5.6%
2025 NextGen Finals F,W vs Blockx,66.7%,50.0%,4.2%,0/2,2.01,16.2%,63.2%,41.7%,0.0%,1.93,22.7%,88.9%,75.0%,22.2%,2.13,6.7%
2025 NextGen Finals SF,W vs Basavareddy,74.0%,73.0%,6.0%,2/1,2.40,14.3%,64.3%,72.2%,0.0%,2.33,19.0%,90.5%,73.7%,14.3%,2.50,7.1%
2025 NextGen Finals RR,L vs Jodar,81.1%,54.5%,3.2%,1/2,2.25,13.2%,78.1%,46.0%,3.1%,2.17,23.3%,93.1%,70.4%,3.4%,2.35,0.0%
2025 Metz F,W vs Norrie,69.0%,44.8%,6.0%,3/2,2.47,1.3%,69.1%,47.4%,3.6%,2.35,2.4%,69.0%,40.0%,10.3%,2.61,0.0%
2025 Metz R16,W vs Echargui,70.1%,53.7%,0.0%,0/0,2.23,18.6%,64.0%,56.3%,0.0%,2.20,33.3%,84.6%,50.0%,0.0%,2.26,0.0%
2025 Shanghai R16,L vs Medvedev,62.2%,44.9%,0.9%,0/1,2.78,5.5%,59.2%,35.6%,1.3%,2.73,7.9%,100.0%,62.5%,0.0%,2.89,0.0%
2025 Beijing F,L vs Sinner,58.5%,48.4%,0.0%,0/0,2.16,6.5%,45.7%,50.0%,0.0%,2.03,11.1%,88.2%,46.7%,0.0%,2.35,0.0%
2025 US Open R128,L vs Djokovic,69.1%,44.6%,4.3%,1/3,2.38,1.5%,62.5%,37.1%,5.4%,2.30,2.1%,88.2%,53.3%,2.9%,2.55,0.0%
2025 Mallorca R16,W vs Shelton,53.8%,69.0%,3.8%,3/0,2.61,2.9%,48.9%,72.7%,4.4%,2.58,5.0%,74.1%,65.0%,3.7%,2.67,0.0%
2025 Miami R128,L vs Fonseca,70.7%,40.0%,2.0%,1/1,2.23,13.5%,69.8%,40.9%,1.6%,2.36,22.2%,78.8%,38.5%,3.0%,2.03,0.0%
2025 Acapulco R16,W vs Zverev,67.8%,60.0%,1.7%,0/1,2.19,8.5%,61.4%,51.9%,0.0%,2.16,6.5%,86.7%,76.9%,6.7%,2.25,12.5%
2025 Australian Open R32,W vs Moutet,81.3%,50.6%,5.6%,5/1,2.30,31.8%,81.6%,48.4%,1.3%,2.17,47.7%,83.3%,56.0%,16.7%,2.44,14.6%
2025 Australian Open R64,W vs Medvedev,67.5%,53.5%,4.7%,1/7,2.49,4.1%,60.0%,50.9%,5.3%,2.52,4.2%,87.7%,56.1%,4.6%,2.41,3.8%
Career (30 matches),,68.5%,50.4%,3.4%,36.8%,2.37,12.3%,63.4%,45.9%,2.5%,2.35,17.0%,85.4%,57.0%,5.5%,2.42,4.5%
