Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells QF,L vs Sinner,0.0%,-,5.2%,40.0%,9.6%,29.4%,0.0%,13.7%,40.0%,1.2%,0.0%,57,27
2026 Australian Open QF,L vs Zverev,0.0%,-,6.1%,87.5%,17.3%,21.9%,14.3%,10.8%,4.3%,2.8%,72.7%,24,27
2026 Australian Open R16,W vs Medvedev,0.0%,-,7.2%,72.7%,13.6%,25.0%,0.0%,11.8%,11.1%,2.3%,71.4%,-29,-28
2026 Australian Open R32,W vs Borges,0.0%,-,6.1%,58.3%,9.0%,17.5%,0.0%,5.9%,9.1%,2.1%,25.0%,-80,-32
2026 Australian Open R64,W vs Shevchenko,0.0%,-,7.5%,64.3%,14.6%,22.2%,4.0%,24.7%,33.3%,2.0%,33.3%,30,31
2026 Australian Open R128,W vs Giron,1.4%,50.0%,7.6%,53.8%,11.3%,12.5%,20.0%,11.8%,21.6%,0.8%,60.0%,-40,-10
2026 Brisbane R32,W vs Ugo Carabelli,3.3%,100.0%,18.9%,87.5%,15.7%,18.4%,5.9%,10.9%,44.4%,0.8%,0.0%,20,16
2025 NextGen Finals F,W vs Blockx,2.0%,100.0%,8.0%,75.0%,20.3%,45.0%,0.0%,5.8%,14.3%,0.0%,-,-46,-27
2025 NextGen Finals SF,W vs Basavareddy,0.0%,-,2.0%,100.0%,10.9%,47.1%,11.1%,20.4%,33.3%,1.4%,66.7%,-14,-2
2025 NextGen Finals RR,L vs Jodar,0.0%,-,4.6%,75.0%,9.8%,5.6%,3.4%,5.7%,0.0%,1.2%,25.0%,-29,-9
2025 Metz F,W vs Norrie,0.9%,100.0%,6.1%,83.3%,8.8%,17.8%,50.0%,6.5%,30.0%,1.3%,40.0%,-53,-32
2025 Metz R16,W vs Echargui,6.5%,100.0%,12.4%,61.1%,12.7%,12.5%,4.5%,12.2%,30.0%,2.9%,37.5%,3,16
2025 Shanghai R16,L vs Medvedev,0.0%,-,8.4%,63.2%,8.5%,10.5%,3.4%,7.0%,15.4%,0.9%,40.0%,-120,-110
2025 Beijing F,L vs Sinner,0.0%,-,7.3%,85.7%,13.5%,30.8%,14.3%,9.5%,0.0%,0.6%,100.0%,-23,-21
2025 US Open R128,L vs Djokovic,0.0%,-,3.8%,42.9%,11.1%,15.6%,0.0%,7.0%,25.0%,0.5%,50.0%,-49,-43
2025 Mallorca R16,W vs Shelton,0.0%,-,4.7%,85.7%,23.7%,29.2%,0.0%,17.2%,50.0%,0.7%,0.0%,67,112
2025 Miami R128,L vs Fonseca,3.1%,33.3%,7.7%,56.3%,14.9%,24.3%,8.7%,18.3%,28.6%,1.3%,50.0%,-3,-27
2025 Acapulco R16,W vs Zverev,0.0%,-,6.8%,75.0%,12.0%,13.8%,20.0%,9.9%,18.8%,0.0%,-,-70,-70
2025 Australian Open R32,W vs Moutet,0.0%,-,12.6%,63.0%,14.7%,19.6%,9.1%,9.2%,18.8%,0.5%,100.0%,-2,-5
2025 Australian Open R64,W vs Medvedev,1.0%,50.0%,8.4%,67.7%,12.0%,20.7%,8.1%,4.6%,12.2%,0.6%,50.0%,-89,-93
Career (30 matches),,0.7%,75.0%,7.4%,70.2%,13.0%,21.4%,8.2%,8.3%,16.6%,0.9%,47.7%,-40,-29
