Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Indian Wells QF,L vs Sinner,0.83,0.44,31.5,2.0,16.0%,56.0%,0.0%,41.7%,28.0%,26.1%
2026 Australian Open QF,L vs Zverev,1.03,0.76,45.9,2.1,7.2%,55.1%,9.8%,72.1%,28.6%,25.4%
2026 Australian Open R16,W vs Medvedev,1.36,2.28,19.3,2.0,5.6%,55.6%,9.4%,84.4%,55.6%,47.5%
2026 Australian Open R32,W vs Borges,1.20,1.44,39.1,3.0,5.7%,62.3%,10.6%,72.3%,38.0%,41.3%
2026 Australian Open R64,W vs Shevchenko,1.07,1.72,29.7,2.1,8.3%,64.6%,11.4%,75.0%,44.9%,53.3%
2026 Australian Open R128,W vs Giron,1.05,1.17,48.2,11.9,11.5%,63.2%,14.3%,62.3%,41.8%,41.2%
2026 Brisbane R32,W vs Ugo Carabelli,1.13,1.67,49.6,2.4,3.1%,75.0%,0.0%,75.9%,25.7%,48.4%
2025 Next Gen Finals SF,W vs Basavareddy,1.19,1.75,41.7,2.6,12.0%,52.0%,12.0%,72.0%,48.1%,65.2%
2025 Metz F,W vs Norrie,1.48,1.21,83.3,17.8,5.1%,57.6%,7.4%,66.7%,38.6%,22.5%
2025 Metz R16,W vs Echargui,1.05,1.46,53.3,2.2,2.9%,60.0%,15.2%,84.8%,50.0%,27.0%
2025 Shanghai R16,L vs Medvedev,0.89,0.90,77.7,2.8,0.0%,58.3%,3.7%,66.7%,35.6%,40.4%
2025 Beijing F,L vs Sinner,0.76,0.47,33.9,2.0,0.0%,47.8%,0.0%,55.0%,25.9%,34.6%
2025 US Open R128,L vs Djokovic,1.07,0.71,37.5,2.0,0.0%,39.1%,2.3%,55.8%,35.4%,34.8%
2025 Mallorca R16,W vs Shelton,1.03,1.35,55.5,3.1,5.4%,64.9%,15.2%,66.7%,45.2%,44.4%
2025 Miami R128,L vs Fonseca,0.92,0.80,61.1,4.0,7.3%,63.6%,11.3%,64.2%,32.7%,29.8%
2025 Acapulco R16,W vs Zverev,1.22,1.51,49.5,2.4,6.3%,59.4%,7.7%,76.9%,36.7%,44.8%
2025 Australian Open R32,W vs Moutet,1.03,1.28,47.5,2.7,1.8%,62.5%,0.0%,66.7%,42.9%,45.1%
2024 Knoxville CH F,L vs Eubanks,0.92,0.73,69.8,2.2,0.0%,80.5%,13.5%,54.1%,26.8%,23.7%
2024 Knoxville CH SF,W vs Basavareddy,1.30,1.72,47.4,2.1,7.4%,63.0%,16.0%,76.0%,32.0%,50.0%
2024 Fairfield CH F,W vs Tomic,1.02,3.44,31.7,2.0,0.0%,73.7%,40.0%,93.3%,52.6%,66.7%
2026 (7 matches),,1.10,1.24,39.6,2.5,8.3%,61.4%,9.6%,69.4%,38.4%,40.2%
2025 (10 matches),,1.06,1.07,56.8,2.8,3.7%,57.2%,7.1%,67.1%,39.1%,37.7%
2024 (6 matches),,1.05,1.13,48.7,2.6,3.1%,64.9%,9.5%,65.3%,29.9%,45.9%
2023 (1 matches),,1.17,0.75,33.8,2.1,1.7%,47.5%,5.3%,47.4%,33.3%,34.2%
2022 (1 matches),,0.97,0.72,37.3,3.3,3.4%,57.6%,5.8%,55.8%,36.4%,27.1%
Career (25 matches),,1.07,1.08,47.6,2.7,4.9%,59.6%,8.2%,65.8%,36.6%,39.6%
