Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells QF,L vs Sinner,4.0,3.8,4.1,37.3%,34.5%,22.2%,75.0%,56.9%,13.9%,-7.0,-8.0,3.5,5.6
2026 Australian Open QF,L vs Zverev,3.8,3.9,3.6,37.9%,54.7%,61.9%,52.9%,59.1%,9.2%,13.0,5.9,-3.0,-2.0
2026 Australian Open R16,W vs Medvedev,4.5,4.7,4.5,68.0%,53.5%,42.9%,57.1%,52.3%,9.9%,11.5,8.9,9.5,7.7
2026 Australian Open R32,W vs Borges,4.7,4.5,4.9,53.8%,54.5%,46.7%,54.8%,49.2%,12.1%,6.5,4.2,6.0,3.5
2026 Australian Open R64,W vs Shevchenko,3.9,3.8,4.1,53.7%,63.0%,68.2%,80.0%,56.1%,15.7%,9.0,6.2,24.5,22.3
2026 Australian Open R128,W vs Giron,4.3,3.8,4.7,51.9%,52.3%,50.0%,51.4%,55.5%,14.8%,23.0,7.6,6.0,2.7
2026 Brisbane R32,W vs Ugo Carabelli,4.5,4.5,4.6,51.4%,61.9%,50.0%,71.4%,56.1%,7.6%,7.5,6.7,5.5,5.9
2025 NextGen Finals F,W vs Blockx,4.0,3.9,4.0,50.8%,61.9%,69.2%,85.7%,51.6%,10.5%,11.0,15.1,7.5,11.2
2025 NextGen Finals SF,W vs Basavareddy,4.7,3.5,6.0,51.7%,60.0%,75.0%,78.6%,61.8%,13.9%,5.5,4.6,11.0,16.7
2025 NextGen Finals RR,L vs Jodar,4.3,4.0,4.5,54.9%,61.1%,44.4%,42.1%,59.6%,13.0%,5.5,3.1,9.5,8.3
2025 Metz F,W vs Norrie,4.7,4.8,4.4,51.8%,40.5%,43.8%,51.7%,54.8%,16.4%,0.5,0.3,0.5,0.4
2025 Metz R16,W vs Echargui,4.5,3.3,5.6,54.9%,65.8%,33.3%,37.5%,58.9%,9.6%,8.5,5.9,5.0,5.0
2025 Shanghai R16,L vs Medvedev,6.0,7.2,4.7,49.1%,47.7%,50.0%,55.6%,56.6%,21.7%,9.0,3.2,14.0,7.3
2025 Beijing F,L vs Sinner,4.1,5.2,3.2,29.3%,60.0%,71.4%,36.4%,63.4%,11.9%,3.5,3.6,2.0,4.2
2025 US Open R128,L vs Djokovic,4.8,5.4,4.2,37.6%,40.9%,50.0%,45.8%,52.9%,11.8%,9.5,5.2,-1.0,-0.6
2025 Mallorca R16,W vs Shelton,2.6,2.7,2.5,52.7%,58.3%,66.7%,60.0%,57.7%,20.0%,19.5,24.7,4.5,9.4
2025 Miami R128,L vs Fonseca,3.8,3.9,3.6,51.6%,44.9%,45.0%,35.7%,62.9%,21.1%,6.5,4.6,2.0,2.2
2025 Acapulco R16,W vs Zverev,5.0,5.4,4.6,46.7%,50.0%,61.5%,81.3%,47.0%,11.4%,14.5,14.5,6.0,5.4
2025 Australian Open R32,W vs Moutet,4.7,5.0,4.5,51.5%,62.1%,53.1%,47.8%,55.8%,18.8%,21.0,9.6,14.5,9.4
2025 Australian Open R64,W vs Medvedev,6.6,7.7,5.4,45.5%,50.0%,47.9%,56.3%,45.1%,31.2%,31.0,7.1,6.0,1.5
Career (30 matches),,4.5,4.7,4.3,47.7%,53.6%,54.0%,55.1%,53.8%,17.3%,9.7,6.2,4.6,3.7
