Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W100 Surbiton R32,L vs Dunne,0.91,0.63,47.4,2.3,-,56.7%,-,46.4%,37.0%,29.6%
2019 W60 Luan SF,L vs Duan,0.81,0.81,57.0,2.7,-,57.9%,-,59.4%,53.2%,29.8%
2019 W60 Luan R16,W vs Yuan,1.07,1.49,44.4,2.0,0.0%,51.9%,0.0%,65.2%,46.7%,71.4%
2019 W80 Gifu R32,L vs Nara,0.85,0.49,33.3,2.3,0.0%,41.7%,0.0%,40.9%,36.0%,30.4%
2019 Anning R16,L vs Zhang,0.90,0.92,95.1,60.6,1.5%,47.7%,0.0%,54.2%,45.2%,55.2%
2019 Anning R32,W vs Stosur,1.09,1.10,90.1,3.5,4.8%,50.0%,0.0%,53.3%,43.3%,54.4%
2019 W60 Istanbul F,L vs Diatchenko,0.97,0.51,38.2,2.0,0.0%,33.3%,0.0%,45.0%,23.1%,41.7%
2019 W60 Istanbul SF,W vs Bouzkova,1.11,1.23,70.1,2.2,0.0%,44.7%,0.0%,59.1%,51.3%,55.3%
2019 W60 Istanbul R16,W vs Lansere,1.13,1.57,44.1,3.6,0.0%,63.0%,0.0%,59.1%,59.3%,48.0%
2019 W60 Istanbul R32,W vs Tokac,0.97,2.14,28.1,2.0,4.3%,52.2%,8.7%,73.9%,81.3%,81.3%
2019 W25 Kofu R16,L vs Salden,0.97,0.83,61.1,4.0,0.0%,56.3%,0.0%,45.7%,45.0%,39.3%
2019 W25 Kofu R16,L vs Kobori,0.87,0.79,59.9,2.5,0.0%,47.4%,0.0%,56.8%,48.8%,37.5%
2019 W25 Kofu R32,W vs Zhang,1.21,1.48,42.2,2.1,0.0%,47.4%,0.0%,68.6%,48.4%,55.6%
2019 W60 Shenzhen R16,L vs Kuwata,1.04,0.69,49.7,3.6,-,47.4%,-,50.0%,46.9%,20.0%
2019 Fed Cup RR,W vs Jeong,1.02,1.34,54.6,2.4,-,60.0%,-,57.7%,57.6%,50.0%
2019 Fed Cup RR,L vs Putintseva,1.05,0.75,55.1,2.1,0.0%,59.0%,0.0%,37.1%,33.3%,40.0%
2019 Fed Cup RR,W vs Plipuech,1.02,1.16,71.9,6.3,0.0%,59.3%,0.0%,53.1%,50.0%,48.9%
2019 W25 Singapore R16,L vs Han,0.95,0.80,63.5,2.1,0.0%,43.2%,0.0%,52.9%,61.1%,25.0%
2019 W25 Singapore R32,W vs Buyukakcay,1.11,1.38,50.4,2.1,0.0%,43.3%,0.0%,75.0%,52.9%,50.0%
2019 W25 Singapore F,W vs Rus,1.13,2.28,29.4,2.2,0.0%,76.9%,0.0%,75.0%,55.2%,40.7%
2019 (22 matches),,1.01,1.05,58.4,2.6,0.8%,52.4%,0.3%,55.6%,49.0%,46.2%
2018 (7 matches),,1.02,0.91,58.7,2.7,0.0%,51.1%,1.2%,53.1%,40.8%,45.7%
2017 (25 matches),,1.03,1.05,57.0,2.8,0.3%,51.3%,0.5%,53.3%,47.7%,49.4%
2016 (17 matches),,1.01,1.03,56.9,2.7,0.5%,53.2%,0.5%,52.3%,49.7%,46.9%
2015 (15 matches),,0.99,0.96,52.3,2.5,0.8%,51.6%,0.4%,56.6%,45.3%,43.5%
Career (115 matches),,1.02,1.02,58.5,2.7,0.5%,51.9%,0.4%,53.6%,47.0%,47.9%
