Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,5,3,2,60.0%,7-5,58.3%,67-58,53.6%,1-2,33.3%,5,68.9%,39.3%,0.0%,2.7%,72.5%,61.7%,51.8%,59.0%,45.6%,52.2%,1.11,QF (W35+H Tauste)
2023,9,3,6,33.3%,9-14,39.1%,98-115,46.0%,0-1,0.0%,5,44.1%,42.4%,0.5%,2.1%,71.7%,48.7%,48.1%,48.6%,44.2%,46.5%,0.86,R16 (Prague)
2022,8,4,4,50.0%,8-9,47.1%,73-76,49.0%,0-0,-,8,58.4%,40.3%,0.4%,1.7%,73.8%,55.1%,49.2%,53.6%,46.5%,49.9%,1.00,R16 (Seoul)
2021,7,1,6,14.3%,4-13,23.5%,62-92,40.3%,0-1,0.0%,7,48.7%,32.5%,0.8%,2.3%,70.4%,54.7%,39.9%,50.3%,42.3%,46.4%,0.85,
2020,6,2,4,33.3%,7-8,46.7%,59-67,46.8%,0-0,-,6,55.6%,36.5%,0.0%,1.9%,72.4%,57.2%,42.2%,53.1%,45.5%,49.3%,0.97,
2019,6,2,4,33.3%,6-9,40.0%,64-77,45.4%,0-2,0.0%,6,60.9%,31.4%,0.9%,2.0%,65.5%,57.0%,47.5%,53.7%,42.6%,48.0%,0.92,
2018,5,4,1,80.0%,8-4,66.7%,57-47,54.8%,0-0,-,5,68.5%,40.0%,0.3%,1.5%,73.5%,57.6%,52.9%,56.4%,47.4%,51.9%,1.09,
2017,3,0,3,0.0%,1-6,14.3%,23-39,37.1%,0-0,-,3,50.0%,21.9%,0.0%,2.3%,66.5%,59.2%,37.8%,52.0%,39.5%,46.0%,0.82,
2016,4,3,1,75.0%,6-2,75.0%,46-24,65.7%,1-1,50.0%,0,,,,,,,,,,,,
2015,2,1,1,50.0%,3-2,60.0%,28-19,59.6%,0-0,-,0,,,,,,,,,,,,
2014,3,1,2,33.3%,2-4,33.3%,22-27,44.9%,0-0,-,0,,,,,,,,,,,,
Career,58,24,34,41.4%,61-76,44.5%,599-641,48.3%,2-7,22.2%,45,57.1%,36.2%,0.4%,2.0%,71.0%,56.2%,46.3%,53.3%,44.5%,48.9%,0.95,
