Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,8,5,3,62.5%,11-7,61.1%,92-68,57.5%,0-1,0.0%,8,63.7%,51.9%,0.4%,2.2%,68.3%,57.3%,54.7%,56.5%,49.7%,53.1%,1.14,F (W35 Kalaburagi)
2025,22,6,16,27.3%,20-33,37.7%,225-264,46.0%,2-2,50.0%,22,52.5%,39.2%,0.2%,4.5%,67.0%,55.7%,42.0%,51.2%,45.8%,48.6%,0.94,R16 (6x)
2024,61,33,28,54.1%,72-67,51.8%,666-643,50.9%,8-9,47.1%,7,59.7%,33.8%,0.6%,1.3%,73.2%,55.3%,50.0%,53.9%,43.8%,48.9%,0.95,SF (4x)
2023,43,23,20,53.5%,51-49,51.0%,458-459,49.9%,8-4,66.7%,3,40.5%,52.8%,0.4%,0.8%,80.6%,45.5%,50.0%,46.4%,49.6%,48.0%,0.93,F (2x)
2022,51,29,22,56.9%,63-55,53.4%,565-512,52.5%,3-10,23.1%,0,,,,,,,,,,,,F (W25 Aldershot)
2021,8,1,7,12.5%,6-12,33.3%,77-95,44.8%,1-3,25.0%,3,64.7%,20.0%,1.6%,4.1%,63.4%,64.1%,41.1%,55.7%,38.0%,46.8%,0.86,R16 (W100 Landisville PA)
2020,20,13,7,65.0%,28-16,63.6%,223-180,55.3%,1-1,50.0%,1,40.0%,40.0%,1.3%,7.8%,51.9%,47.5%,40.5%,44.2%,45.6%,44.8%,0.82,W (2x)
2019,47,30,17,63.8%,63-43,59.4%,523-440,54.3%,2-7,22.2%,3,56.1%,43.9%,1.6%,3.8%,62.2%,52.6%,48.3%,51.0%,46.2%,48.6%,0.94,W (2x)
2018,46,29,17,63.0%,63-44,58.9%,520-457,53.2%,9-5,64.3%,6,55.1%,40.6%,0.7%,3.5%,69.4%,54.7%,49.6%,53.1%,44.5%,48.8%,0.95,W (2x)
2017,42,23,19,54.8%,50-46,52.1%,443-425,51.0%,2-1,66.7%,3,58.6%,55.2%,0.5%,0.5%,70.5%,55.2%,50.0%,53.7%,52.7%,53.1%,1.14,F (Luan $60K)
2016,40,22,18,55.0%,49-40,55.1%,418-391,51.7%,3-2,60.0%,0,,,,,,,,,,,,SF (3x)
2015,35,16,19,45.7%,35-41,46.1%,354-348,50.4%,1-5,16.7%,0,,,,,,,,,,,,F (Ahmedabad $25K)
2014,56,31,25,55.4%,65-61,51.6%,574-567,50.3%,4-2,66.7%,2,-,-,0.0%,4.7%,64.9%,62.5%,32.7%,52.0%,43.0%,47.5%,0.90,W (Pune 25K)
2013,60,43,17,71.7%,93-45,67.4%,689-496,58.1%,4-7,36.4%,0,,,,,,,,,,,,W (3x)
2012,38,23,15,60.5%,48-36,57.1%,402-353,53.2%,3-2,60.0%,0,,,,,,,,,,,,W (New Delhi 10K)
2011,20,7,13,35.0%,14-29,32.6%,156-216,41.9%,1-1,50.0%,0,,,,,,,,,,,,QF (New Delhi 10K)
2010,4,1,3,25.0%,3-6,33.3%,32-48,40.0%,1-0,100.0%,0,,,,,,,,,,,,R16 (Mandya 10K)
2009,9,5,4,55.6%,11-10,52.4%,87-84,50.9%,0-0,-,0,,,,,,,,,,,,SF (Pune 10K)
Career,610,340,270,55.7%,745-640,53.8%,6504-6046,51.8%,53-62,46.1%,58,55.4%,41.1%,0.5%,3.3%,68.2%,55.4%,45.7%,52.3%,45.9%,49.1%,0.96,
