Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W100 Surbiton R32,L vs Dunne,11% (1/9),100% (1/1),1/3,44% (4/9),0% (0/4),0/1,0/0,0/1,0/0,0/0
2019 W60 Luan SF,L vs Duan,43% (6/14),67% (4/6),0/3,40% (6/15),17% (1/6),2/4,1/2,0/1,0/0,0/1
2019 W60 Luan R16,W vs Yuan,88% (7/8),86% (6/7),3/3,33% (3/9),0% (0/3),3/5,1/1,0/0,1/1,0/0
2019 W80 Gifu R32,L vs Nara,38% (3/8),33% (1/3),1/4,71% (5/7),0% (0/5),1/1,0/0,1/2,0/0,1/1
2019 Anning R16,L vs Zhang,80% (12/15),75% (9/12),3/6,56% (9/16),22% (2/9),5/9,1/4,1/1,0/3,0/0
2019 Anning R32,W vs Stosur,63% (10/16),70% (7/10),2/6,56% (9/16),22% (2/9),3/7,2/2,2/3,1/1,1/1
2019 W60 Istanbul F,L vs Diatchenko,25% (2/8),50% (1/2),0/3,63% (5/8),0% (0/5),0/1,0/0,1/3,0/0,0/1
2019 W60 Istanbul SF,W vs Bouzkova,64% (7/11),86% (6/7),3/5,64% (7/11),29% (2/7),3/6,1/3,1/1,0/1,0/0
2019 W60 Istanbul R16,W vs Lansere,63% (5/8),100% (5/5),0/2,22% (2/9),0% (0/2),4/4,1/1,0/0,1/1,0/0
2019 W60 Istanbul R32,W vs Tokac,100% (6/6),100% (6/6),1/1,43% (3/7),67% (2/3),5/6,2/2,0/0,1/1,0/0
2019 W25 Kofu R16,L vs Salden,43% (6/14),67% (4/6),2/6,64% (9/14),33% (3/9),3/3,0/0,1/1,0/0,0/0
2019 W25 Kofu R16,L vs Kobori,64% (7/11),57% (4/7),2/4,45% (5/11),0% (0/5),3/4,0/0,2/3,0/0,1/2
2019 W25 Kofu R32,W vs Zhang,63% (5/8),100% (5/5),1/2,56% (5/9),60% (3/5),3/5,2/3,0/0,1/1,0/0
2019 W60 Shenzhen R16,L vs Kuwata,25% (3/12),67% (2/3),0/3,38% (5/13),20% (1/5),2/2,0/1,1/3,0/0,1/3
2019 Fed Cup RR,W vs Jeong,50% (5/10),100% (5/5),2/3,36% (4/11),25% (1/4),2/4,1/1,0/0,1/1,0/0
2019 Fed Cup RR,L vs Putintseva,30% (3/10),100% (3/3),2/5,67% (6/9),17% (1/6),2/3,0/0,1/1,0/0,1/1
2019 Fed Cup RR,W vs Plipuech,67% (10/15),80% (8/10),2/5,40% (6/15),17% (1/6),4/7,2/3,0/0,1/1,0/0
2019 W25 Singapore R16,L vs Han,56% (5/9),60% (3/5),1/4,60% (6/10),0% (0/6),2/3,0/1,1/2,0/0,1/1
2019 W25 Singapore R32,W vs Buyukakcay,63% (5/8),100% (5/5),1/2,44% (4/9),50% (2/4),3/5,2/2,0/0,1/1,0/0
2019 W25 Singapore F,W vs Rus,50% (4/8),75% (3/4),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2019 (22 matches),,56.5%,80.2%,42.1%,47.9%,21.4%,65.3%,67.7%,54.5%,73.3%,54.5%
2018 (7 matches),,51.3%,71.8%,41.9%,57.1%,18.2%,60.0%,33.3%,37.5%,100.0%,40.0%
2017 (25 matches),,54.5%,86.8%,50.9%,58.0%,23.8%,54.7%,65.4%,55.2%,60.0%,58.3%
2016 (17 matches),,58.7%,77.1%,45.1%,54.6%,21.8%,59.2%,70.6%,46.7%,75.0%,16.7%
2015 (15 matches),,51.4%,69.9%,32.0%,51.4%,22.4%,65.9%,55.6%,35.7%,80.0%,25.0%
Career (115 matches),,54.9%,81.3%,46.3%,54.1%,21.0%,59.7%,64.4%,45.8%,68.6%,42.9%
