Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Denis Istomin [UZB],6,5,54.5%,7,3,4,42.9%,2007,2021,7,0.97,5.9%,3.1%,63.9%,72.7%,51.8%,65.1%,33.9%,72.7%,50.0%
11,Ernests Gulbis [LAT],4,7,36.4%,6,3,3,50.0%,2007,2019,9,1.10,7.8%,2.4%,62.8%,75.5%,54.4%,67.7%,35.7%,67.4%,31.6%
10,Illya Marchenko [UKR],7,3,70.0%,6,3,3,50.0%,2009,2019,9,1.10,10.1%,3.7%,60.1%,73.9%,52.5%,65.4%,38.0%,66.1%,40.6%
8,Jan Lennard Struff [GER],2,6,25.0%,4,0,4,0.0%,2013,2016,8,0.94,10.8%,3.3%,64.1%,73.5%,45.2%,63.3%,34.4%,61.2%,31.3%
7,Matthias Bachinger [GER],3,4,42.9%,4,0,4,0.0%,2009,2020,5,0.96,7.4%,3.1%,65.8%,71.7%,43.3%,62.0%,36.4%,56.3%,43.3%
7,Mischa Zverev [GER],2,5,28.6%,3,1,2,33.3%,2007,2019,6,0.79,5.0%,2.8%,60.4%,66.2%,42.0%,56.6%,34.1%,56.7%,66.7%
7,Kenny De Schepper [FRA],5,2,71.4%,5,4,1,80.0%,2014,2019,5,0.98,5.5%,2.1%,66.2%,71.9%,57.0%,66.9%,32.3%,66.7%,29.6%
7,Viktor Troicki [SRB],3,4,42.9%,2,2,0,100.0%,2008,2018,7,0.97,5.2%,1.7%,63.4%,70.0%,49.7%,62.6%,36.4%,54.8%,48.5%
7,Steve Darcis [BEL],3,4,42.9%,4,1,3,25.0%,2004,2016,2,1.03,11.0%,4.4%,57.4%,76.9%,51.7%,66.2%,34.8%,69.2%,27.3%
7,Michael Berrer [GER],2,5,28.6%,1,0,1,0.0%,2004,2016,4,1.21,12.9%,3.1%,63.9%,74.2%,52.9%,66.5%,40.7%,66.7%,42.9%
7,Tomas Berdych [CZE],0,7,0.0%,2,1,1,50.0%,2010,2016,7,0.72,7.3%,2.7%,59.2%,69.3%,44.1%,59.0%,29.7%,54.0%,26.1%
6,Lukas Lacko [SVK],2,4,33.3%,3,2,1,66.7%,2011,2020,5,0.99,13.4%,2.6%,62.9%,78.6%,46.9%,66.9%,32.8%,52.4%,22.7%
6,Tobias Kamke [GER],1,5,16.7%,3,0,3,0.0%,2009,2020,5,0.77,6.6%,3.6%,61.2%,68.9%,41.8%,58.4%,32.0%,55.6%,33.3%
6,Gilles Simon [FRA],0,6,0.0%,2,1,1,50.0%,2005,2019,5,0.65,3.0%,2.2%,64.7%,55.7%,47.7%,52.9%,30.7%,52.2%,33.3%
6,Daniel Brands [GER],5,1,83.3%,3,2,1,66.7%,2008,2019,4,1.28,11.2%,2.9%,67.1%,72.0%,53.8%,66.1%,43.5%,50.0%,47.2%
