Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 Australian Open Q1,L vs Wolf,47.4%,63.0%,28.0%,63.6%,12.9%,0.0%,0.0%,13.3%,0.0%,0.8%,0.0%,-30,-19
2020 Montpellier R32,L vs Herbert,13.9%,50.0%,14.9%,55.0%,5.6%,21.4%,0.0%,6.0%,37.5%,0.0%,-,-111,-71
2020 Australian Open Q2,L vs Tabilo,32.5%,64.0%,23.9%,66.7%,5.8%,6.7%,6.3%,9.9%,9.1%,2.6%,44.4%,-49,-54
2019 Halle R16,L vs Herbert,31.7%,61.5%,20.9%,66.7%,7.5%,7.7%,0.0%,17.1%,20.0%,2.0%,33.3%,-57,19
2019 Halle R32,W vs Molleker,27.6%,87.5%,12.5%,88.9%,3.3%,9.5%,0.0%,5.0%,14.3%,2.9%,22.2%,-60,52
2019 Taipei CH F,L vs Novak,53.7%,59.1%,24.0%,60.0%,5.6%,0.0%,0.0%,15.0%,100.0%,0.0%,-,-18,41
2019 Taipei CH R32,W vs Robert,50.0%,40.0%,20.0%,53.6%,7.7%,0.0%,0.0%,19.0%,20.0%,0.6%,100.0%,-47,47
2017 Roland Garros R64,L vs Goffin,7.3%,77.8%,15.2%,65.7%,8.0%,16.3%,0.0%,8.3%,20.0%,6.6%,26.9%,25,12
2017 Karshi CH R16,W vs Maamoun,34.1%,92.9%,17.3%,77.3%,5.3%,11.1%,0.0%,20.5%,62.5%,2.5%,25.0%,-4,50
2015 Mouilleron Le Captif CH QF,L vs Pouille,18.6%,62.5%,17.3%,52.9%,7.0%,17.6%,0.0%,17.9%,33.3%,5.1%,42.9%,-52,-44
2015 Basel R32,L vs Dimitrov,47.5%,71.4%,34.5%,74.4%,2.8%,0.0%,0.0%,10.0%,33.3%,1.8%,100.0%,33,78
2015 Vienna R16,L vs Karlovic,39.0%,73.9%,26.5%,77.4%,13.6%,22.2%,0.0%,18.8%,33.3%,1.5%,100.0%,147,73
2015 Istanbul CH R16,W vs Langer,26.0%,59.3%,22.7%,58.3%,10.0%,10.0%,0.0%,11.9%,50.0%,2.4%,33.3%,-23,-10
2015 Indian Wells R128,W vs Querrey,21.2%,50.0%,20.3%,63.3%,2.4%,0.0%,0.0%,20.0%,0.0%,5.0%,50.0%,4,-2
2015 Marseille SF,L vs Simon,28.1%,61.1%,27.0%,75.6%,11.8%,10.0%,0.0%,9.5%,12.5%,4.2%,10.0%,18,7
2015 Rotterdam R16,W vs Thiem,44.0%,77.3%,37.2%,76.2%,15.6%,27.3%,0.0%,17.2%,42.9%,5.4%,0.0%,25,35
2014 Sydney QF,W vs Matosevic,32.8%,52.6%,24.6%,66.7%,6.9%,12.5%,0.0%,3.6%,0.0%,1.8%,0.0%,-5,23
2013 Davis Cup World Group PO RR,L vs Nadal,51.8%,60.5%,36.5%,53.7%,4.5%,0.0%,0.0%,6.7%,7.7%,7.0%,45.5%,33,78
2013 Wimbledon R64,W vs Federer,77.0%,71.9%,39.9%,70.5%,22.2%,14.7%,0.0%,19.0%,33.3%,2.0%,50.0%,13,26
Last 52 Weeks (1 matches),,47.4%,63.0%,28.0%,63.6%,12.9%,0.0%,0.0%,13.3%,0.0%,0.8%,0.0%,-30,-19
Career (20 matches),,36.3%,66.5%,24.5%,67.6%,8.4%,11.2%,4.0%,12.1%,24.5%,3.1%,32.5%,-12,15
