Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Australian Open Q1,L vs Wolf,63.2%,47.2%,12.3%,4/3,2.40,0.0%,52.8%,47.4%,5.6%,2.20,0.0%,81.0%,47.1%,23.8%,2.45,0.0%
2020 Montpellier R32,L vs Herbert,58.6%,47.1%,6.9%,2/2,2.49,17.6%,50.0%,23.5%,8.8%,2.43,25.7%,81.0%,70.6%,4.8%,2.59,0.0%
2020 Australian Open Q2,L vs Tabilo,83.2%,41.8%,9.5%,5/3,1.96,21.5%,87.9%,37.9%,10.6%,1.66,38.9%,87.5%,52.4%,8.3%,2.36,0.0%
2019 Halle R16,L vs Herbert,54.4%,37.2%,11.4%,5/4,2.42,20.8%,45.3%,37.5%,15.1%,2.21,34.5%,76.0%,36.8%,4.0%,2.63,0.0%
2019 Halle R32,W vs Molleker,58.1%,50.7%,3.9%,0/5,2.27,6.7%,53.6%,43.2%,1.4%,1.42,25.0%,77.6%,57.9%,8.2%,2.50,0.0%
2019 Taipei CH F,L vs Novak,59.3%,43.8%,13.0%,2/5,2.09,6.9%,48.4%,26.7%,12.9%,1.50,14.3%,81.0%,58.8%,14.3%,2.27,0.0%
2019 Taipei CH R32,W vs Robert,58.2%,60.9%,11.4%,6/3,1.65,0.0%,50.0%,61.9%,9.5%,1.42,0.0%,89.3%,60.0%,17.9%,1.75,0.0%
2017 Roland Garros R64,L vs Goffin,72.2%,30.0%,4.1%,1/3,-,0.0%,63.9%,28.2%,0.0%,-,0.0%,91.2%,32.3%,11.8%,-,0.0%
2017 Karshi CH R16,W vs Maamoun,69.9%,43.1%,2.7%,1/1,2.10,4.0%,63.6%,45.7%,1.8%,1.83,7.7%,88.9%,37.5%,5.6%,2.17,0.0%
2015 Mouilleron Le Captif CH QF,L vs Pouille,69.8%,35.1%,3.8%,2/0,2.09,20.0%,58.6%,47.1%,3.4%,2.20,35.0%,83.3%,25.0%,4.2%,1.93,0.0%
2015 Basel R32,L vs Dimitrov,64.0%,28.1%,8.0%,4/0,1.60,56.4%,53.3%,31.3%,13.3%,1.43,47.6%,80.0%,25.0%,0.0%,1.81,66.7%
2015 Vienna R16,L vs Karlovic,43.4%,34.8%,7.5%,2/2,1.90,71.4%,36.1%,30.8%,2.8%,1.72,82.8%,62.5%,40.0%,18.8%,2.31,46.2%
2015 Istanbul CH R16,W vs Langer,69.7%,49.3%,7.1%,2/5,2.29,17.5%,69.1%,52.6%,12.7%,2.22,26.2%,88.6%,45.2%,0.0%,2.37,7.9%
2015 Indian Wells R128,W vs Querrey,43.6%,64.7%,10.3%,4/4,2.08,4.1%,38.3%,55.6%,8.5%,1.93,9.1%,59.3%,75.0%,14.8%,2.20,0.0%
2015 Marseille SF,L vs Simon,70.6%,50.0%,4.7%,3/1,2.12,2.0%,70.4%,31.6%,3.7%,1.91,3.7%,75.9%,81.8%,6.9%,2.37,0.0%
2015 Rotterdam R16,W vs Thiem,63.0%,55.9%,1.9%,0/1,2.13,15.4%,67.6%,52.2%,2.9%,1.81,19.0%,78.6%,63.6%,0.0%,2.50,11.1%
2014 Sydney QF,W vs Matosevic,73.7%,54.8%,5.3%,1/2,2.17,5.1%,63.9%,39.1%,5.6%,1.79,7.7%,100.0%,73.7%,5.3%,2.54,0.0%
2013 Davis Cup World Group PO RR,L vs Nadal,64.4%,31.6%,15.3%,6/3,1.74,0.0%,64.4%,34.5%,11.1%,1.60,0.0%,75.0%,22.2%,33.3%,1.83,0.0%
2013 Wimbledon R64,W vs Federer,65.8%,40.4%,10.1%,6/10,1.60,40.9%,57.9%,34.8%,10.5%,1.34,40.3%,88.4%,50.0%,9.3%,1.86,41.7%
Last 52 Weeks (1 matches),,63.2%,47.2%,12.3%,57.1%,2.40,0.0%,52.8%,47.4%,5.6%,2.20,0.0%,81.0%,47.1%,23.8%,2.45,0.0%
Career (20 matches),,63.8%,45.2%,7.5%,49.1%,2.05,17.3%,58.9%,41.0%,7.2%,1.86,23.9%,82.2%,51.1%,9.2%,2.23,9.6%
