Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,29,16,13,55.2%,36-35,50.7%,337-357,48.6%,7-3,70.0%,29,76.0%,21.3%,8.1%,4.7%,59.3%,72.1%,47.5%,62.1%,36.6%,49.4%,0.97,SF (2x)
2020,12,5,7,41.7%,11-14,44.0%,107-140,43.3%,5-1,83.3%,11,71.0%,11.6%,8.5%,5.0%,58.1%,72.4%,43.3%,60.2%,34.3%,47.4%,0.86,QF (Bratislava)
2019,41,20,21,48.8%,44-52,45.8%,495-525,48.5%,15-15,50.0%,41,81.1%,15.9%,11.7%,4.1%,58.6%,76.9%,47.8%,64.8%,34.4%,49.5%,0.98,F (Taipei)
2018,41,21,20,51.2%,51-45,53.1%,482-462,51.1%,6-8,42.9%,41,78.9%,23.4%,9.7%,2.5%,62.7%,72.4%,49.8%,64.0%,37.7%,50.7%,1.05,W (Ilkley)
2017,32,19,13,59.4%,45-32,58.4%,418-370,53.0%,11-8,57.9%,32,86.0%,19.8%,11.1%,3.0%,61.5%,75.9%,55.0%,67.9%,36.5%,51.8%,1.13,W (Portoroz)
2016,35,23,12,65.7%,51-28,64.6%,437-366,54.4%,11-7,61.1%,34,87.4%,20.6%,12.3%,3.9%,63.5%,77.8%,50.3%,67.8%,37.0%,52.3%,1.15,W (Seoul)
2015,17,11,6,64.7%,24-15,61.5%,199-167,54.4%,1-3,25.0%,17,84.1%,25.0%,7.2%,2.9%,59.3%,71.4%,55.0%,64.7%,39.4%,52.0%,1.12,F (Istanbul)
2014,26,21,5,80.8%,44-16,73.3%,333-247,57.4%,6-4,60.0%,26,84.3%,30.3%,9.3%,2.7%,62.9%,73.5%,50.4%,64.9%,41.8%,53.5%,1.19,W (2x)
2013,26,18,8,69.2%,39-19,67.2%,316-270,53.9%,8-3,72.7%,26,81.2%,25.9%,8.3%,3.4%,61.9%,73.8%,51.9%,65.5%,40.3%,52.5%,1.17,W (Kazan)
2012,7,4,3,57.1%,10-7,58.8%,87-80,52.1%,1-0,100.0%,7,82.4%,19.8%,7.8%,2.5%,64.5%,73.6%,53.8%,66.6%,38.9%,52.3%,1.16,F (Furth)
2011,4,2,2,50.0%,5-4,55.6%,47-46,50.5%,2-1,66.7%,4,71.1%,28.9%,8.5%,2.8%,73.4%,64.5%,40.0%,58.0%,41.7%,49.8%,0.99,QF (Bratislava)
2010,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,4.5%,1.5%,73.1%,53.1%,38.9%,49.3%,30.9%,41.0%,0.61,R32 (Sunrise)
2009,27,15,12,55.6%,35-32,52.2%,335-315,51.5%,4-7,36.4%,0,,,,,,,,,,,,F (Mons)
2008,37,24,13,64.9%,53-32,62.4%,460-392,54.0%,11-10,52.4%,0,,,,,,,,,,,,W (Segovia)
2007,40,20,20,50.0%,40-45,47.1%,414-424,49.4%,7-9,43.8%,0,,,,,,,,,,,,F (Kuala Lumpur)
2006,33,15,18,45.5%,38-39,49.4%,388-360,51.9%,6-9,40.0%,0,,,,,,,,,,,,SF (2x)
2005,33,15,18,45.5%,38-40,48.7%,380-385,49.7%,7-8,46.7%,0,,,,,,,,,,,,SF (3x)
2004,15,7,8,46.7%,15-18,45.5%,160-176,47.6%,4-3,57.1%,0,,,,,,,,,,,,QF (2x)
2003,8,4,4,50.0%,7-8,46.7%,62-68,47.7%,0-0,-,0,,,,,,,,,,,,QF (Samarkand)
2002,1,0,1,0.0%,1-2,33.3%,11-15,42.3%,0-0,-,0,,,,,,,,,,,,R32 (Kiev)
Career,465,260,205,55.9%,587-485,54.8%,5472-5177,51.4%,112-99,53.1%,269,81.5%,21.6%,9.9%,3.5%,61.4%,74.2%,50.1%,64.9%,37.5%,51.1%,1.07,
