Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,235,110,125,46.8%,295-320,48.0%,2980-3076,49.2%,51-55,48.1%,215,78.5%,17.9%,8.7%,3.5%,60.9%,72.0%,49.3%,63.1%,35.0%,49.2%,0.95
Clay,88,33,55,37.5%,95-144,39.7%,1089-1222,47.1%,20-17,54.1%,75,74.2%,18.9%,5.5%,2.6%,63.1%,67.9%,49.0%,60.9%,35.3%,48.4%,0.90
Grass,54,26,28,48.1%,78-68,53.4%,753-718,51.2%,13-15,46.4%,52,84.6%,17.2%,10.3%,3.7%,62.9%,74.8%,51.5%,66.1%,34.5%,50.3%,1.02
Carpet,10,4,6,40.0%,10-16,38.5%,125-144,46.5%,3-4,42.9%,8,81.9%,14.2%,11.2%,2.9%,65.2%,75.9%,48.7%,66.5%,33.4%,49.7%,1.00
Grand Slams,61,24,37,39.3%,96-125,43.4%,1027-1141,47.4%,19-19,50.0%,61,76.4%,17.9%,7.9%,3.6%,61.2%,70.5%,49.5%,62.3%,34.8%,48.8%,0.92
Masters,46,18,28,39.1%,46-64,41.8%,525-584,47.3%,14-10,58.3%,46,76.8%,17.4%,7.7%,3.5%,59.6%,70.9%,49.1%,62.1%,34.6%,48.5%,0.91
Other Tours,233,103,130,44.2%,247-290,46.0%,2599-2720,48.9%,48-46,51.1%,233,79.6%,18.0%,8.4%,3.1%,62.7%,72.0%,49.6%,63.6%,35.0%,49.4%,0.96
Best of 5,98,47,51,48.0%,172-182,48.6%,1700-1731,49.5%,23-32,41.8%,64,76.7%,18.3%,8.2%,3.6%,60.9%,70.9%,49.5%,62.5%,35.0%,49.0%,0.93
Best of 3,289,126,163,43.6%,306-366,45.5%,3247-3429,48.6%,64-59,52.0%,286,79.2%,17.8%,8.4%,3.2%,62.1%,71.9%,49.6%,63.4%,34.9%,49.3%,0.95
Finals,4,4,0,100.0%,8-2,80.0%,56-43,56.6%,2-0,100.0%,4,89.8%,20.8%,9.8%,2.4%,63.9%,79.9%,54.2%,70.6%,35.5%,53.1%,1.21
Semi-finals,6,4,2,66.7%,10-5,66.7%,78-70,52.7%,1-0,100.0%,6,84.0%,19.4%,8.6%,2.8%,59.7%,74.8%,55.7%,67.1%,37.5%,51.9%,1.14
Quarter-finals,20,6,14,30.0%,17-31,35.4%,209-250,45.5%,2-2,50.0%,20,74.7%,17.0%,5.9%,3.1%,63.1%,69.2%,45.7%,60.6%,33.7%,47.6%,0.85
vs Righties,347,154,193,44.4%,424-497,46.0%,4425-4631,48.9%,73-82,47.1%,314,78.7%,17.6%,8.2%,3.3%,61.6%,71.6%,49.5%,63.1%,34.7%,49.1%,0.94
vs Lefties,36,16,20,44.4%,46-49,48.4%,468-495,48.6%,13-9,59.1%,33,77.6%,20.0%,9.2%,3.1%,62.9%,71.7%,49.9%,63.6%,36.0%,49.9%,0.99
vs Top 10,38,3,35,7.9%,19-78,19.6%,378-573,39.7%,8-11,42.1%,37,72.1%,9.9%,6.7%,3.0%,60.6%,69.3%,46.4%,60.3%,29.2%,45.1%,0.74
