Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,6,2,4,33.3%,8-10,44.4%,91-93,49.5%,0-3,0.0%,6,82.2%,17.6%,9.4%,3.3%,60.1%,74.5%,51.1%,65.2%,31.9%,49.4%,0.92,
2020,3,1,2,33.3%,3-5,37.5%,33-43,43.4%,1-0,100.0%,3,73.7%,10.8%,6.6%,4.6%,57.3%,73.2%,49.5%,63.1%,35.6%,48.8%,0.96,
2019,10,5,5,50.0%,12-14,46.2%,129-135,48.9%,3-2,60.0%,8,80.6%,13.5%,11.0%,3.0%,63.0%,71.0%,51.4%,63.7%,32.2%,48.3%,0.89,QF (Marseille)
2018,10,3,7,30.0%,10-18,35.7%,122-148,45.2%,1-3,25.0%,10,77.4%,13.4%,9.7%,3.4%,61.1%,69.4%,48.7%,61.4%,33.9%,47.9%,0.88,
2017,14,6,8,42.9%,18-19,48.6%,180-184,49.5%,4-2,66.7%,14,84.1%,14.5%,11.4%,3.0%,60.7%,75.0%,51.4%,65.7%,32.4%,49.6%,0.95,R16 (4x)
2016,22,8,14,36.4%,24-34,41.4%,284-311,47.7%,4-9,30.8%,22,76.8%,18.2%,9.3%,4.7%,55.9%,73.6%,49.0%,62.8%,34.2%,48.6%,0.92,R16 (3x)
2015,47,20,27,42.6%,56-70,44.4%,603-622,49.2%,6-11,35.3%,45,80.9%,19.3%,8.0%,2.9%,61.9%,71.7%,50.6%,63.7%,34.9%,49.4%,0.96,SF (Marseille)
2014,38,18,20,47.4%,48-53,47.5%,483-493,49.5%,7-11,38.9%,34,79.7%,18.3%,8.1%,4.4%,63.7%,72.9%,47.3%,63.6%,34.9%,49.2%,0.96,SF (Sydney)
2013,26,10,16,38.5%,32-40,44.4%,338-368,47.9%,4-5,44.4%,23,77.2%,18.9%,7.7%,3.1%,62.9%,70.1%,50.6%,62.9%,35.8%,49.3%,0.97,QF (Montpellier)
2012,46,17,29,37.0%,52-65,44.4%,580-614,48.6%,16-17,48.5%,42,80.3%,15.5%,7.9%,3.8%,59.6%,71.4%,51.5%,63.4%,34.4%,49.1%,0.94,QF (Stockholm)
2011,52,25,27,48.1%,63-71,47.0%,643-669,49.0%,12-11,52.2%,48,75.0%,20.7%,7.3%,2.6%,62.2%,69.7%,49.7%,62.1%,37.0%,49.5%,0.98,QF (3x)
2010,52,27,25,51.9%,68-64,51.5%,654-657,49.9%,15-9,62.5%,48,77.2%,19.3%,8.5%,3.1%,63.2%,71.4%,47.0%,62.4%,36.0%,49.5%,0.96,W (2x)
2009,30,16,14,53.3%,42-41,50.6%,393-400,49.6%,7-3,70.0%,27,77.7%,20.1%,7.9%,2.8%,63.1%,72.1%,48.6%,63.4%,35.5%,49.8%,0.97,W (St. Petersburg)
2008,13,9,4,69.2%,22-13,62.9%,184-161,53.3%,4-1,80.0%,9,84.6%,13.2%,6.3%,2.7%,64.2%,73.0%,50.0%,64.8%,32.8%,49.2%,0.93,W (Zagreb)
2007,4,2,2,50.0%,8-5,61.5%,63-48,56.8%,0-0,-,1,66.7%,0.0%,9.6%,5.8%,50.0%,61.5%,57.7%,59.6%,23.6%,41.1%,0.59,
2006,7,1,6,14.3%,5-16,23.8%,94-124,43.1%,1-2,33.3%,3,77.5%,9.8%,10.2%,3.5%,63.4%,73.3%,44.1%,62.6%,30.8%,46.8%,0.82,R16 (Moscow)
2005,6,3,3,50.0%,7-8,46.7%,70-78,47.3%,2-2,50.0%,6,80.3%,15.1%,11.0%,3.3%,66.6%,73.0%,53.1%,66.4%,32.9%,49.1%,0.98,QF (Milan)
2004,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,37.5%,0.0%,6.3%,0.0%,75.0%,52.8%,33.3%,47.9%,26.2%,37.8%,0.50,R32 (Moscow)
Career,387,173,214,44.7%,478-548,46.6%,4947-5160,48.9%,87-91,48.9%,350,78.6%,17.9%,8.3%,3.3%,61.8%,71.6%,49.5%,63.2%,34.9%,49.2%,0.95,
