Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,20,6,14,30.0%,8,2,6,25.0%,2006,2022,R32,19,0.95,7.4%,3.6%,61.9%,69.0%,47.6%,60.8%,37.0%,59.3%,40.2%
Roland Garros,14,Clay,35,19,16,54.3%,20,11,9,55.0%,2005,2021,R32,23,0.92,6.6%,3.0%,60.5%,69.6%,50.1%,61.9%,35.1%,57.8%,40.9%
Wimbledon,15,Grass,31,16,15,51.6%,20,11,9,55.0%,2005,2021,R32,22,1.00,10.4%,4.0%,62.5%,74.8%,52.0%,66.3%,33.8%,59.0%,37.4%
US Open,14,Hard,22,8,14,36.4%,10,7,3,70.0%,2005,2021,R32,16,0.88,7.9%,4.3%,58.2%,71.0%,47.9%,61.3%,33.9%,58.8%,29.4%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2012,2012,R64,1,0.57,11.6%,4.2%,52.6%,70.0%,51.1%,61.1%,22.2%,57.1%,50.0%
Davis Cup,15,,47,28,19,59.6%,22,6,16,27.3%,2006,2021,,10,1.07,12.4%,3.6%,57.3%,77.6%,51.0%,66.2%,36.1%,65.1%,30.5%
Halle,6,Grass,12,6,6,50.0%,8,4,4,50.0%,2010,2021,R16,12,1.08,12.2%,5.1%,61.9%,76.5%,50.1%,66.5%,36.2%,57.7%,24.8%
Stuttgart,7,Grass,12,5,7,41.7%,3,1,2,33.3%,2010,2021,R16,12,1.02,10.7%,4.7%,58.2%,75.6%,49.4%,64.7%,35.9%,59.7%,30.1%
Montpellier,3,Hard,7,4,3,57.1%,3,1,2,33.3%,2013,2021,QF,7,1.02,9.1%,2.4%,61.3%,70.6%,48.0%,61.9%,38.9%,55.1%,50.0%
Marseille,10,Hard,29,17,12,58.6%,8,6,2,75.0%,2010,2020,SF,29,1.05,11.9%,1.9%,62.7%,75.1%,49.5%,65.5%,36.1%,53.3%,38.0%
Rotterdam,11,Hard,17,6,11,35.3%,7,4,3,57.1%,2009,2020,QF,15,0.92,8.7%,2.0%,64.6%,72.8%,48.7%,64.3%,33.0%,64.6%,35.4%
Antwerp,3,Hard,6,3,3,50.0%,2,2,0,100.0%,2017,2019,R16,6,0.90,12.3%,2.9%,61.1%,73.9%,51.0%,65.0%,31.4%,63.3%,30.0%
