Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2022-11-07),678,35,,,,,,,,,,,,
2020,202,322,148,1540,144,1492,133,1510,,,175,429,,
2019,150,350,201,1539,206,1481,164,1516,119,1556,166,419,,
2018,134,424,166,1585,171,1524,153,1528,75,1618,205,312,,
2018,134,424,166,1585,171,1524,153,1528,75,1618,205,312,,
2017,122,484,116,1661,128,1595,125,1580,58,1659,168,415,,
2016,109,542,111,1664,105,1621,136,1560,60,1639,272,255,,
2015,62,780,98,1697,84,1664,116,1587,74,1615,137,547,,
2014,58,781,79,1730,73,1685,108,1608,58,1647,243,301,,
2013,98,554,109,1665,91,1637,122,1593,78,1618,136,530,,
2012,103,538,99,1690,86,1653,100,1634,72,1626,232,288,,
2011,62,780,85,1711,72,1686,92,1653,61,1636,47,1535,72,1612
2010,46,945,62,1780,53,1742,83,1650,34,1717,54,1400,60,1638
2009,60,733,68,1758,51,1727,112,1624,60,1636,173,383,,
2008,92,483,122,1660,108,1620,197,1492,78,1584,97,653,,
2007,199,214,186,1538,181,1484,261,1382,188,1419,165,345,,
2006,195,201,234,1469,217,1430,298,1267,143,1449,308,176,,
2005,184,214,203,1513,194,1455,265,1303,138,1458,179,301,,
2004,335,94,,,,,,,,,612,54,,
2003,533,38,,,,,,,,,288,155,,
2002,1331,1,,,,,,,,,1536,1,,
2001,,,,,,,,,,,1343,4,,
