Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1962,55,50,5,90.9%,100-15,87.0%,656-298,68.8%,0-0,-,0,,,,,,,,,,,,W (10x)
1961,61,57,4,93.4%,117-12,90.7%,761-307,71.3%,0-0,-,0,,,,,,,,,,,,W (10x)
1960,81,70,11,86.4%,142-27,84.0%,966-456,67.9%,0-0,-,0,,,,,,,,,,,,W (12x)
1959,72,67,5,93.1%,136-17,88.9%,887-340,72.3%,0-0,-,0,,,,,,,,,,,,W (15x)
1958,67,62,5,92.5%,125-18,87.4%,828-344,70.6%,0-0,-,0,,,,,,,,,,,,W (12x)
1957,61,53,8,86.9%,106-15,87.6%,714-304,70.1%,0-0,-,0,,,,,,,,,,,,W (10x)
1956,38,35,3,92.1%,71-12,85.5%,481-214,69.2%,0-0,-,0,,,,,,,,,,,,W (7x)
1955,49,43,6,87.8%,89-16,84.8%,605-311,66.0%,0-0,-,0,,,,,,,,,,,,W (9x)
1954,34,31,3,91.2%,62-6,91.2%,390-135,74.3%,0-0,-,0,,,,,,,,,,,,W (5x)
1953,75,65,10,86.7%,130-28,82.3%,878-441,66.6%,0-0,-,0,,,,,,,,,,,,W (10x)
1952,48,40,8,83.3%,81-16,83.5%,542-255,68.0%,0-0,-,0,,,,,,,,,,,,W (5x)
1951,36,26,10,72.2%,53-26,67.1%,401-276,59.2%,0-0,-,0,,,,,,,,,,,,W (5x)
1950,17,8,9,47.1%,18-20,47.4%,164-162,50.3%,0-0,-,0,,,,,,,,,,,,SF (Cheltenham)
1949,3,0,3,0.0%,0-6,0.0%,13-36,26.5%,0-0,-,0,,,,,,,,,,,,R16 (Bristol)
Career,697,607,90,87.1%,1230-234,84.0%,8286-3879,68.1%,0-0,-,0,,,,,,,,,,,,
