Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1962,,,5,2000,,,4,1971,8,1890,,,,
1961,,,5,2026,,,5,1937,5,1910,,,,
1960,,,4,2035,,,4,1950,2,1939,,,,
1959,,,1,2019,,,2,1941,2,1911,,,,
1958,,,6,1941,,,6,1889,2,1898,,,,
1957,,,6,1935,,,4,1847,7,1840,,,,
1956,,,3,2085,,,2,2001,4,1906,,,,
1955,,,3,2041,3,1784,2,1957,5,1838,,,,
1954,,,7,1953,,,4,1849,8,1811,,,,
1953,,,6,1985,,,6,1861,6,1884,,,,
1952,,,11,1838,,,9,1741,13,1705,,,,
1951,,,30,1640,,,25,1555,32,1545,,,,
1950,,,85,1297,,,77,1269,82,1206,,,,
