Date,Tournament,Surface,Rd,,Score
03-Jun-1968,Barnes,Grass,F,Mortimer / Shirley Bloomer [GBR] d. Vera Roberts / Jean Knight [GBR],6-0 6-3
08-Apr-1968,Hampstead,Clay,F,Fay Toyne [AUS] / Joyce Williams [GBR] d. Mortimer / Pat Wheeler [GBR],7-5 6-2
01-Nov-1965,Torquay,Carpet,F,Mortimer / Ann Jones [GBR] d. Rita Bentley [GBR] / Trish Mcclenaughan [AUS],6-2 6-3
11-Oct-1965,London,Carpet,F,Ann Jones / Virginia Wade [GBR] d. Mortimer / Vera Roberts [GBR],6-3 6-2
26-Apr-1965,Hurlingham,Clay,F,Elizabeth Starkie [GBR] / Annette Van Zyl [RSA] d. Mortimer / Vera Roberts [GBR],8-6 6-2
12-Apr-1965,Sutton,Clay,F,Mortimer / Vera Roberts [GBR] d. Ann Jones / Lorna Cornell [GBR],6-1 5-7 3-2 RET
12-Jun-1964,Wightman Cup,Grass,RR,Mortimer / Elizabeth Starkie [GBR] d. Donna Floyd / Nancy Richey [USA],2-6 6-3 6-4
04-Nov-1963,Torquay,Carpet,F,Mortimer / Ann Jones [GBR] d. Deidre Catt / Elizabeth Starkie [GBR],6-3 6-1
16-Jun-1963,Queen's Club,Grass,F,Anna Dmitrieva [URS] / Judy Tegart [AUS] d. Mortimer / Yola Ramirez [MEX],6-1 6-0
27-May-1963,Surbiton,Grass,F,Mortimer / Darlene Hard [USA] d. Deidre Catt / Elizabeth Starkie [GBR],4-6 6-4 6-4
22-Apr-1963,Bournemouth,Clay,F,Mortimer / Ann Jones [GBR] d. Norma Baylon [ARG] / Edda Buding [FRG],6-1 6-1
09-Apr-1963,Monte Carlo Ilife,Clay,F,Jan Lehane / Lesley Turner [AUS] d. Mortimer / Ann Jones [GBR],6-1 6-1
05-Nov-1962,Torquay Palace,Carpet,F,Mortimer / Ann Jones [GBR] d. Deidre Catt / Frances Walton [GBR],6-4 6-4
08-Aug-1962,Munich,Clay,F,Mortimer / Ann Jones [GBR] d. Margot Dittmeyer [FRG] / Renee Schuurman [RSA],6-0 6-3
04-Jun-1962,Cheltenham,Grass,F,Mortimer / Ann Jones [GBR] d. Sandra Reynolds / Renee Schuurman [RSA],6-4 8-6
27-May-1962,Surbiton,Grass,F,Mortimer / Margaret Varner [USA] d. Pat Hird / Caroline Yates Bell [GBR],8-6 6-3
21-May-1962,Malvern,Grass,F,Mortimer / Carole Rosser [GBR] d. Jill Bignell / Val Fladgate [NZL],2-6 7-5 9-7
14-May-1962,Brighton,Grass,F,Mortimer / Dora Schuster [AUT] d. Robin Lloyd / Carole Rosser [GBR],6-4 6-0
16-Apr-1962,Chingford,Clay,F,Mortimer / Renee Schuurman [RSA] d. Christine Truman / Nell Truman [GBR],6-2 6-2
16-Jan-1958,Australian Championships,Grass,F,(1) Mary Hawton / Thelma Long [AUS] d. (2) Mortimer / Lorraine Coghlan [AUS],7-5 6-8 6-2
