Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,7,3,4,42.9%,0,0,0,-,2011,2014,Q2,6,0.89,1.0%,4.3%,75.1%,52.9%,41.8%,50.1%,44.2%,50.0%,60.5%
Roland Garros,4,Clay,5,1,4,20.0%,1,0,1,0.0%,2011,2014,Q2,3,0.75,0.9%,4.6%,75.1%,50.9%,40.7%,48.4%,38.7%,51.5%,47.1%
Wimbledon,3,Grass,6,3,3,50.0%,1,1,0,100.0%,2011,2013,Q2,0,,,,,,,,,,
US Open,4,Hard,5,1,4,20.0%,1,0,1,0.0%,2011,2014,Q2,4,0.74,0.4%,3.5%,75.4%,50.0%,42.2%,48.1%,38.5%,44.4%,34.6%
Tokyo,8,Hard,12,3,9,25.0%,4,1,3,25.0%,2011,2022,R64,6,0.75,0.5%,3.5%,74.5%,47.7%,28.4%,42.7%,42.9%,39.7%,50.0%
Dalian,2,Hard,4,1,3,25.0%,0,0,0,-,2015,2017,R32,3,1.13,2.9%,1.7%,72.0%,59.5%,46.9%,56.0%,49.8%,31.6%,48.3%
Washington,2,Hard,2,0,2,0.0%,0,0,0,-,2012,2017,R32,2,0.76,1.9%,4.5%,59.2%,58.1%,45.3%,52.9%,35.9%,59.1%,36.4%
Nanchang,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2015,2016,R16,1,0.47,0.0%,4.3%,73.9%,41.2%,41.7%,41.3%,27.5%,44.4%,0
Osaka,3,Hard,7,4,3,57.1%,0,0,0,-,2011,2014,R16,7,1.08,0.2%,2.4%,83.1%,58.4%,45.7%,56.3%,47.3%,50.0%,57.1%
Kuala Lumpur,4,Hard,6,2,4,33.3%,0,0,0,-,2011,2014,R32,6,1.02,0.9%,3.4%,72.9%,59.4%,43.2%,55.0%,45.7%,44.4%,50.0%
