Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,11,2,9,18.2%,6-18,25.0%,70-128,35.4%,0-0,-,11,0.0%,16.7%,0.5%,2.5%,77.2%,54.1%,38.1%,50.5%,39.8%,45.1%,0.80
Premiers,3,1,2,33.3%,2-4,33.3%,17-29,37.0%,0-0,-,3,-,-,0.7%,0.7%,73.5%,53.0%,38.9%,49.3%,41.4%,45.1%,0.82
Internationals,8,1,7,12.5%,4-14,22.2%,53-99,34.9%,0-0,-,8,0.0%,16.7%,0.4%,2.9%,78.2%,54.4%,37.8%,50.8%,39.3%,45.1%,0.80
vs Righties,11,2,9,18.2%,6-18,25.0%,70-128,35.4%,0-0,-,11,0.0%,16.7%,0.5%,2.5%,77.2%,54.1%,38.1%,50.5%,39.8%,45.1%,0.80
vs Top 10,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,-,-,0.0%,0.0%,79.2%,60.5%,40.0%,56.3%,37.7%,45.9%,0.86
