Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,155,63,92,40.6%,171-221,43.6%,1816-2026,47.3%,39-31,55.7%,149,77.1%,16.6%,8.1%,3.9%,60.5%,71.2%,50.0%,62.8%,34.4%,48.7%,0.93
Clay,289,170,119,58.8%,417-311,57.3%,3757-3391,52.6%,67-59,53.2%,269,79.9%,24.1%,6.7%,3.3%,61.1%,71.5%,53.0%,64.3%,38.3%,51.2%,1.07
Grass,18,7,11,38.9%,24-36,40.0%,293-335,46.7%,6-8,42.9%,18,81.6%,12.4%,11.3%,4.4%,59.5%,74.3%,49.6%,64.3%,30.6%,48.1%,0.86
Carpet,2,1,1,50.0%,4-4,50.0%,46-41,52.9%,1-2,33.3%,0,,,,,,,,,,,
Grand Slams,66,25,41,37.9%,102-134,43.2%,1083-1208,47.3%,19-16,54.3%,66,75.7%,18.8%,8.0%,3.8%,60.6%,69.8%,49.8%,62.0%,35.0%,48.7%,0.92
Masters,74,31,43,41.9%,82-96,46.1%,871-915,48.8%,20-21,48.8%,74,80.8%,17.0%,7.0%,3.4%,61.6%,71.5%,53.8%,64.7%,35.2%,49.8%,1.00
Other Tours,288,156,132,54.2%,352-313,52.9%,3359-3244,50.9%,64-58,52.5%,288,79.5%,22.4%,7.4%,3.5%,60.6%,72.0%,51.8%,64.0%,37.4%,50.7%,1.04
Best of 5,90,43,47,47.8%,159-158,50.2%,1524-1533,49.9%,27-20,57.4%,66,75.7%,18.8%,8.0%,3.8%,60.6%,69.8%,49.8%,62.0%,35.0%,48.7%,0.92
Best of 3,374,198,176,52.9%,457-414,52.5%,4388-4260,50.7%,86-80,51.8%,370,79.9%,21.4%,7.3%,3.5%,60.8%,72.0%,52.3%,64.3%,37.0%,50.6%,1.04
Finals,10,6,4,60.0%,12-11,52.2%,123-117,51.2%,2-5,28.6%,10,86.1%,18.6%,8.0%,4.3%,63.9%,71.5%,54.8%,65.4%,35.4%,50.2%,1.02
Semi-finals,22,10,12,45.5%,24-27,47.1%,245-261,48.4%,5-3,62.5%,22,76.0%,21.0%,6.8%,2.6%,62.1%,70.2%,50.2%,62.6%,36.8%,49.7%,0.98
Quarter-finals,46,22,24,47.8%,57-58,49.6%,561-562,50.0%,11-8,57.9%,46,76.2%,23.5%,6.9%,3.4%,60.9%,70.5%,50.5%,62.7%,38.1%,50.3%,1.02
vs Righties,377,188,189,49.9%,486-478,50.4%,4774-4732,50.2%,88-83,51.5%,357,78.9%,20.6%,7.1%,3.4%,61.1%,71.3%,52.0%,63.7%,36.3%,50.0%,1.00
vs Lefties,79,46,33,58.2%,110-89,55.3%,1003-977,50.7%,23-17,57.5%,77,79.7%,21.7%,9.0%,4.0%,59.5%,72.8%,51.2%,64.1%,37.7%,50.8%,1.05
vs Top 10,29,5,24,17.2%,18-55,24.7%,307-421,42.2%,4-11,26.7%,29,77.3%,9.3%,6.7%,3.5%,58.9%,70.5%,53.4%,63.5%,30.4%,46.7%,0.83
