Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2023,826,24,,,,,,,,,,,,
2022,269,193,118,1666,120,1605,94,1647,,,,,,
2021,97,770,113,1676,116,1623,85,1671,107,1558,,,,
2020,67,917,96,1692,96,1617,65,1699,,,114,760,,
2019,45,1097,83,1727,97,1662,52,1723,76,1634,124,675,62,1685
2018,88,630,107,1678,94,1653,73,1671,77,1617,44,1694,17,1835
2017,32,1370,44,1820,63,1710,28,1838,,,21,3315,20,1833
2016,22,1780,38,1834,63,1717,25,1859,43,1709,34,2415,39,1746
2015,40,1065,46,1817,64,1713,24,1845,65,1643,34,2050,57,1676
2014,30,1222,29,1871,46,1761,20,1867,48,1683,54,1360,48,1706
2013,220,215,61,1777,67,1703,40,1773,,,63,1220,50,1682
2011,142,370,45,1826,52,1735,40,1797,,,209,315,76,1631
2010,63,790,46,1818,58,1733,37,1798,,,62,1306,43,1696
2009,50,899,49,1799,67,1688,37,1793,46,1663,40,1733,30,1742
2008,142,310,161,1606,127,1578,135,1583,,,21,1680,28,1741
2007,113,389,95,1695,123,1580,70,1684,,,60,918,113,1512
2006,230,175,206,1518,192,1482,181,1507,,,163,352,,
2005,354,87,,,,,,,,,342,134,,
2004,834,12,,,,,,,,,1109,14,,
2003,1432,1,,,,,,,,,,,,
