Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2021 US Open R128,L vs Escobedo,24,37,0.6,16.6%,25.5%,18,33,0.5,14.1%,25.8%,10.9%,3.1%,2.3,12.4%,5.5%
2021 Wimbledon R128,L vs Djere,22,37,0.6,9.6%,16.1%,11,27,0.4,5.6%,13.8%,3.1%,1.0%,0.9,15.2%,16.1%
2021 Lyon CH F,W vs Ymer,12,20,0.6,11.9%,19.8%,8,17,0.5,8.8%,18.7%,4.4%,2.2%,0.2,6.9%,31.7%
2021 Roland Garros R64,L vs Djokovic,26,23,1.1,15.5%,13.7%,26,23,1.1,17.7%,15.6%,,,1.2,13.1%,11.3%
2021 Roland Garros R128,W vs Pouille,28,24,1.2,16.9%,14.5%,28,24,1.2,19.4%,16.7%,,,0.6,13.9%,22.9%
2021 Australian Open R64,L vs De Minaur,19,36,0.5,10.2%,19.3%,19,36,0.5,10.9%,20.6%,,,1.3,15.5%,11.8%
2021 Australian Open R128,W vs Seppi,21,38,0.6,10.2%,18.5%,21,38,0.6,11.4%,20.7%,,,0.4,9.8%,23.9%
2020 Roland Garros R64,L vs Tsitsipas,15,31,0.5,10.9%,22.5%,15,31,0.5,11.7%,24.2%,,,1.2,15.2%,12.3%
2020 Roland Garros R128,W vs Laaksonen,15,19,0.8,7.4%,9.3%,15,19,0.8,7.9%,10.1%,,,0.5,15.7%,28.9%
2020 US Open R128,L vs Sock,43,32,1.3,14.6%,10.9%,31,27,1.1,12.1%,10.5%,5.1%,5.1%,1.0,17.3%,16.7%
2020 Buenos Aires QF,L vs Schwartzman,45,59,0.8,17.0%,22.3%,31,55,0.6,12.8%,22.7%,9.9%,2.9%,0.8,13.6%,16.3%
2020 Australian Open R128,L vs Simon,23,43,0.5,14.5%,27.0%,23,43,0.5,15.6%,29.3%,,,1.2,10.7%,8.8%
2019 US Open R64,L vs Majchrzak,46,41,1.1,16.1%,14.4%,38,36,1.1,15.0%,14.2%,9.4%,3.5%,1.2,15.8%,13.0%
2019 US Open R128,W vs Sock,26,24,1.1,13.0%,12.0%,13,21,0.6,7.6%,12.2%,5.8%,1.7%,1.1,19.5%,17.5%
2019 Wimbledon R64,L vs Vesely,54,43,1.3,20.8%,16.5%,45,40,1.1,20.1%,17.9%,13.4%,4.9%,1.4,17.7%,12.3%
2019 Wimbledon R128,W vs Dzumhur,59,58,1.0,18.8%,18.5%,48,47,1.0,17.1%,16.7%,8.5%,5.0%,1.0,15.0%,15.3%
2019 Roland Garros R32,L vs Thiem,28,43,0.7,12.2%,18.7%,28,43,0.7,13.0%,20.0%,,,1.1,10.4%,9.6%
2019 Roland Garros R64,W vs Edmund,28,19,1.5,18.8%,12.8%,28,19,1.5,20.1%,13.7%,,,0.9,11.4%,12.8%
2019 Roland Garros R128,W vs Janvier,13,14,0.9,8.8%,9.5%,13,14,0.9,9.8%,10.5%,,,0.5,9.5%,21.1%
2019 Estoril F,L vs Tsitsipas,15,26,0.6,9.9%,17.2%,15,24,0.6,10.4%,16.7%,5.6%,4.9%,0.6,12.6%,22.5%
Career (80 matches),,2171,2485,0.9,14.4%,16.5%,1670,2228,0.7,12.5%,16.6%,6.5%,2.4%,0.9,14.8%,17.1%
