Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2021 Lyon CH F,W vs Ymer,4.8,4.4,5.1,58.8%,73.9%,46.2%,57.1%,59.9%,14.5%,6.5,5.4,1.0,1.4
2020 Buenos Aires QF,L vs Schwartzman,5.6,4.8,6.3,57.8%,44.8%,42.0%,47.5%,54.6%,20.4%,23.0,6.7,-4.0,-1.7
2019 US Open R64,L vs Majchrzak,4.1,4.1,4.2,49.1%,38.2%,48.7%,52.0%,54.0%,32.1%,12.5,5.1,-7.5,-5.0
2019 Estoril F,L vs Tsitsipas,4.4,4.8,4.0,39.5%,62.5%,53.3%,37.5%,49.6%,10.2%,2.0,1.6,1.5,1.2
2019 Estoril SF,W vs Davidovich Fokina,4.5,4.0,4.8,52.9%,62.9%,40.9%,50.0%,57.9%,19.4%,4.5,2.6,2.0,1.9
2019 Rio de Janeiro SF,L vs Auger Aliassime,3.7,4.2,3.3,48.5%,46.7%,50.0%,47.1%,49.4%,13.7%,7.0,6.3,-5.5,-5.3
2019 Rio de Janeiro R16,W vs Londero,3.4,3.6,3.2,59.4%,60.0%,62.5%,40.0%,50.4%,6.0%,13.5,20.5,0.5,0.8
2019 Cordoba QF,W vs Bedene,3.8,4.0,3.7,58.8%,80.0%,40.0%,12.5%,54.7%,13.2%,11.5,10.6,7.0,8.9
2017 Montevideo CH F,W vs Elias,5.4,6.2,4.5,51.0%,62.1%,68.2%,52.9%,59.6%,17.8%,13.0,8.8,2.5,2.9
2017 Kitzbuhel R16,L vs Ofner,3.6,3.1,4.2,53.1%,52.5%,42.9%,26.7%,52.0%,8.9%,5.5,3.8,-8.5,-6.9
2017 Roland Garros R64,W vs Kicker,3.9,3.9,3.8,50.5%,56.1%,38.1%,72.7%,53.5%,15.9%,8.5,6.2,-3.5,-3.3
2017 Madrid SF,L vs Thiem,3.8,4.3,3.0,47.3%,37.9%,68.8%,22.2%,49.7%,13.7%,3.5,3.9,-0.5,-0.6
2017 Madrid QF,W vs Zverev,3.8,4.0,3.6,45.9%,58.8%,63.6%,70.0%,48.1%,20.7%,12.5,13.0,6.0,7.1
2017 Indian Wells R16,W vs Goffin,3.9,3.4,4.4,58.8%,51.9%,33.3%,42.9%,56.9%,26.4%,12.0,8.8,-3.5,-4.5
2017 Sao Paulo F,W vs Ramos,4.3,4.3,4.3,49.6%,52.4%,52.2%,55.2%,58.9%,13.4%,11.0,4.4,0.0,0.0
2017 Sao Paulo QF,W vs Schwartzman,4.3,3.9,4.7,54.5%,48.7%,57.9%,39.1%,50.6%,11.4%,3.0,1.7,-0.5,-0.3
2016 Umag R16,L vs Elias,3.6,3.1,4.0,40.0%,76.5%,62.5%,45.5%,50.9%,11.5%,9.5,7.0,0.0,0.0
2016 Hamburg F,L vs Klizan,4.0,3.4,4.5,44.9%,38.5%,12.5%,28.6%,50.3%,7.9%,4.5,5.9,-12.0,-17.1
2016 Hamburg SF,W vs Olivo,4.2,4.1,4.3,56.0%,64.3%,45.5%,50.0%,60.6%,9.1%,20.0,13.4,5.0,5.7
2016 Hamburg R32,W vs Mayer,3.8,3.2,4.1,51.3%,73.3%,50.0%,71.4%,61.4%,30.3%,23.5,21.2,9.5,18.3
Career (39 matches),,4.1,4.1,4.1,50.9%,53.0%,51.9%,50.9%,54.3%,17.6%,9.7,7.1,-0.3,-0.3
