Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,14,4,10,28.6%,7,4,3,57.1%,2010,2024,R64,14,0.86,9.4%,3.8%,61.1%,69.8%,45.9%,60.5%,33.8%,51.6%,42.2%
Roland Garros,15,Clay,31,16,15,51.6%,14,8,6,57.1%,2008,2023,R32,28,0.99,6.1%,3.0%,60.8%,68.8%,52.1%,62.2%,37.4%,60.8%,41.7%
Wimbledon,8,Grass,14,5,9,35.7%,9,4,5,44.4%,2009,2023,R64,11,0.88,10.1%,4.5%,60.5%,73.8%,50.3%,64.5%,31.1%,60.6%,34.6%
US Open,13,Hard,18,5,13,27.8%,11,6,5,54.5%,2007,2024,R64,18,0.86,8.1%,4.4%,60.0%,68.7%,48.1%,60.5%,34.0%,53.9%,35.2%
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,2016,2016,R32,2,0.96,6.4%,3.4%,64.2%,74.0%,46.6%,64.2%,34.4%,72.2%,50.0%
Davis Cup,13,,36,29,7,80.6%,15,10,5,66.7%,2004,2020,,8,1.43,8.8%,4.0%,60.3%,79.6%,56.0%,70.2%,42.5%,62.1%,38.6%
Buenos Aires,11,Clay,23,12,11,52.2%,8,3,5,37.5%,2009,2022,QF,20,1.05,6.8%,4.1%,59.3%,72.0%,51.2%,63.5%,38.3%,62.7%,39.4%
Hamburg,8,Clay,24,16,8,66.7%,11,9,2,81.8%,2009,2020,F,22,1.12,7.6%,3.1%,62.6%,75.8%,53.2%,67.3%,36.5%,68.2%,31.9%
Barcelona,8,Clay,15,7,8,46.7%,7,3,4,42.9%,2008,2018,R16,14,1.05,5.0%,2.4%,61.9%,70.3%,54.5%,64.3%,37.7%,60.0%,36.5%
Rome Masters,8,Clay,10,2,8,20.0%,6,2,4,33.3%,2008,2021,R32,10,0.88,5.9%,2.5%,64.0%,68.4%,53.3%,63.0%,32.6%,67.6%,31.3%
Rio de Janeiro,7,Clay,19,13,6,68.4%,10,4,6,40.0%,2014,2022,W,19,1.18,8.3%,3.6%,59.6%,74.3%,55.1%,66.6%,39.5%,63.6%,44.0%
Umag,7,Clay,16,10,6,62.5%,1,0,1,0.0%,2009,2023,W,16,1.17,5.3%,3.9%,63.6%,68.3%,55.1%,63.5%,42.7%,59.6%,42.9%
