Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 Lyon CH F,W vs Ymer,0.0%,-,1.0%,100.0%,4.6%,7.7%,0.0%,4.0%,0.0%,0.0%,-,-91,-38
2020 Buenos Aires QF,L vs Schwartzman,0.9%,0.0%,9.8%,69.2%,14.0%,29.6%,15.0%,5.4%,9.7%,0.9%,33.3%,-40,-33
2019 US Open R64,L vs Majchrzak,0.7%,0.0%,4.5%,76.9%,12.6%,31.7%,14.3%,7.5%,15.4%,0.4%,100.0%,-6,0
2019 Estoril F,L vs Tsitsipas,0.0%,-,6.6%,80.0%,5.2%,0.0%,0.0%,8.5%,37.5%,2.6%,14.3%,-52,-55
2019 Estoril SF,W vs Davidovich Fokina,1.6%,0.0%,9.3%,40.0%,9.7%,5.9%,0.0%,7.8%,28.6%,0.3%,0.0%,-80,-72
2019 Rio de Janeiro SF,L vs Auger Aliassime,0.0%,-,4.4%,85.7%,9.4%,7.4%,0.0%,7.6%,33.3%,0.0%,-,-46,-22
2019 Rio de Janeiro R16,W vs Londero,0.0%,-,4.1%,100.0%,21.1%,15.4%,25.0%,10.0%,50.0%,0.0%,-,3,44
2019 Cordoba QF,W vs Bedene,4.3%,100.0%,7.8%,80.0%,11.6%,3.4%,12.5%,15.4%,0.0%,0.0%,-,-18,-5
2017 Montevideo CH F,W vs Elias,6.6%,75.0%,16.2%,68.4%,10.4%,14.9%,5.9%,3.2%,11.1%,1.5%,50.0%,-50,-61
2017 Kitzbuhel R16,L vs Ofner,1.2%,100.0%,4.4%,62.5%,11.8%,21.7%,10.0%,3.2%,25.0%,1.1%,100.0%,43,70
2017 Roland Garros R64,W vs Kicker,6.7%,83.3%,9.9%,76.5%,15.2%,17.5%,20.0%,2.9%,0.0%,1.1%,33.3%,14,22
2017 Madrid SF,L vs Thiem,1.3%,100.0%,7.8%,60.0%,10.6%,15.6%,0.0%,6.9%,28.6%,1.1%,0.0%,-5,19
2017 Madrid QF,W vs Zverev,0.0%,-,9.3%,76.9%,16.9%,20.0%,0.0%,9.4%,50.0%,2.3%,20.0%,-10,-17
2017 Indian Wells R16,W vs Goffin,0.0%,-,3.3%,60.0%,14.3%,13.3%,50.0%,7.8%,10.0%,2.0%,40.0%,-40,34
2017 Sao Paulo F,W vs Ramos,0.0%,-,3.9%,88.9%,10.5%,11.6%,3.3%,5.8%,9.1%,0.2%,0.0%,-21,12
2017 Sao Paulo QF,W vs Schwartzman,1.2%,0.0%,8.3%,87.5%,13.0%,29.2%,28.6%,4.3%,0.0%,0.8%,0.0%,-28,5
2016 Umag R16,L vs Elias,0.0%,-,10.3%,85.0%,14.2%,7.7%,10.0%,4.7%,10.0%,0.7%,100.0%,-30,21
2016 Hamburg F,L vs Klizan,0.0%,-,2.2%,50.0%,11.9%,46.2%,0.0%,3.8%,0.0%,0.0%,-,-21,-20
2016 Hamburg SF,W vs Olivo,9.1%,66.7%,12.5%,77.8%,17.7%,25.5%,0.0%,14.8%,50.0%,0.4%,0.0%,26,11
2016 Hamburg R32,W vs Mayer,0.0%,-,8.5%,72.7%,24.4%,38.1%,25.0%,14.7%,14.3%,1.0%,100.0%,1,23
Career (39 matches),,2.0%,67.3%,7.4%,73.9%,13.3%,18.7%,7.9%,6.6%,18.9%,0.7%,41.6%,-19,-3
