Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,5,2,3,40.0%,4-5,44.4%,47-42,52.8%,0-2,0.0%,3,80.6%,3.0%,9.4%,1.0%,71.4%,67.6%,46.6%,61.6%,23.3%,42.9%,0.61
Clay,4,1,3,25.0%,2-6,25.0%,35-50,41.2%,2-0,100.0%,4,72.5%,9.3%,9.4%,5.8%,60.1%,71.1%,44.5%,60.5%,29.5%,45.4%,0.75
Grass,4,2,2,50.0%,4-5,44.4%,46-49,48.4%,1-1,50.0%,4,87.0%,10.6%,12.1%,3.9%,57.7%,82.7%,49.6%,68.7%,31.3%,49.7%,1.00
Other Tours,8,3,5,37.5%,6-11,35.3%,81-99,45.0%,3-1,75.0%,8,80.2%,10.0%,10.8%,4.8%,58.9%,76.8%,47.2%,64.6%,30.4%,47.6%,0.86
Best of 5,3,0,3,0.0%,1-3,25.0%,13-15,46.4%,0-0,-,3,80.6%,3.0%,9.4%,1.0%,71.4%,67.6%,46.6%,61.6%,23.3%,42.9%,0.61
Best of 3,10,5,5,50.0%,9-13,40.9%,115-126,47.7%,3-3,50.0%,8,80.2%,10.0%,10.8%,4.8%,58.9%,76.8%,47.2%,64.6%,30.4%,47.6%,0.86
Quarter-finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,80.0%,9.1%,9.1%,5.2%,50.6%,76.9%,44.7%,61.0%,18.3%,42.3%,0.47
vs Righties,12,5,7,41.7%,10-14,41.7%,120-129,48.2%,3-3,50.0%,10,80.4%,8.8%,10.3%,3.8%,62.9%,73.0%,47.1%,63.4%,28.8%,46.4%,0.79
vs Lefties,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,80.0%,0.0%,11.5%,3.8%,53.8%,89.3%,45.8%,69.2%,25.9%,46.4%,0.84
