Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),186,317,295,1472,275,1441,324,1367,183,1465,,,,
2025,186,316,222,1538,207,1505,290,1400,153,1498,,,,
2024,396,119,374,1364,354,1336,364,1309,,,1464,14,,
2023,1343,4,,,,,,,,,,,,
