Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
24-Feb-2025,M15 Pretoria,Hard,F,643,1875,Ilkel d. Pepijn Bastiaansen [NED],6-3 6-4,1.21,6.0%,1.5%,64.2%,67.4%,58.3%,4/5,1:21
03-Feb-2025,M15 Zahra,Hard,F,711,636,Ilkel d. Johan Nikles [SUI],6-1 6-1,2.42,5.4%,0.0%,67.6%,84.0%,58.3%,0/0,1:15
10-Jul-2023,M25 Roda de Bara,Hard,F,231,661,Imanol Lopez Morillo [ESP] d. (1) Ilkel,6-4 6-4,,,,,,,,
06-Mar-2023,Lugano CH,Hard,F,280,170,Otto Virtanen [FIN] d. (Q) Ilkel,6-4 7-6(5),0.92,7.3%,1.2%,61.0%,68.0%,65.6%,9/11,1:47
17-Oct-2022,Vilnius CH,Hard,F,416,186,Mattia Bellucci [ITA] d. (Q) Ilkel,1-6 6-3 7-5,1.11,5.9%,9.4%,44.7%,81.6%,48.9%,2/5,2:32
01-Nov-2021,Bergamo CH,Hard,F,158,118,(3) Holger Rune [DEN] d. Ilkel,7-5 7-6(6),0.98,7.3%,0.0%,62.2%,74.5%,51.6%,5/7,2:11
19-Jul-2021,Pozoblanco CH,Hard,F,209,203,(3) Altug Celikbilek [TUR] d. (4) Ilkel,6-1 6-7(2) 6-3,0.73,8.4%,1.2%,69.9%,70.7%,48.0%,3/7,1:47
27-Jan-2020,Quimper CH,Hard,F,266,201,Ilkel d. (5) Maxime Janvier [FRA],7-6(6) 7-5,1.07,13.2%,4.4%,60.4%,74.5%,52.8%,10/11,1:41
04-Jun-2018,Uzbekistan F4,Hard,F,280,364,Ilkel d. (3) Roman Safiullin [RUS],6-1 7-6(12),,,,,,,,
28-May-2018,Uzbekistan F3,Hard,F,280,489,(Q) Sanjar Fayziev [UZB] d. Ilkel,7-6(7) 6-4,,,,,,,,
