Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,9,17,34.6%,26-47,35.6%,323-392,45.2%,8-8,50.0%,20,71.4%,18.0%,6.3%,3.7%,59.3%,66.7%,47.7%,59.0%,34.4%,47.0%,0.84
Clay,11,0,11,0.0%,4-24,14.3%,103-168,38.0%,1-6,14.3%,8,63.1%,16.2%,3.0%,2.6%,59.6%,59.5%,46.3%,54.2%,36.1%,45.4%,0.79
Grass,3,0,3,0.0%,1-6,14.3%,33-42,44.0%,0-2,0.0%,3,86.1%,5.4%,10.4%,2.5%,65.2%,80.2%,55.7%,71.6%,25.8%,47.8%,0.91
Grand Slams,1,0,1,0.0%,1-3,25.0%,11-22,33.3%,0-0,-,1,62.5%,5.9%,9.8%,3.6%,62.5%,57.1%,50.0%,54.5%,23.3%,40.6%,0.51
Masters,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,90.9%,0.0%,2.6%,1.3%,59.0%,69.6%,56.3%,64.1%,16.9%,43.8%,0.47
Other Tours,18,3,15,16.7%,8-32,20.0%,152-218,41.1%,0-4,0.0%,18,69.4%,14.5%,6.2%,3.2%,62.3%,65.0%,47.2%,58.3%,32.6%,45.5%,0.78
Best of 5,9,3,6,33.3%,16-24,40.0%,178-219,44.8%,5-5,50.0%,5,71.0%,18.5%,5.3%,3.6%,56.7%,65.4%,46.8%,57.3%,35.8%,47.2%,0.84
Best of 3,32,7,25,21.9%,17-53,24.3%,294-391,42.9%,5-11,31.3%,26,70.3%,15.4%,5.8%,3.1%,61.3%,66.0%,48.4%,59.2%,33.4%,46.3%,0.82
Quarter-finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,1.8%,1.8%,61.8%,47.1%,52.4%,49.1%,19.5%,36.5%,0.38
vs Righties,34,10,24,29.4%,31-61,33.7%,410-503,44.9%,10-13,43.5%,25,73.1%,16.8%,5.9%,3.5%,59.3%,67.9%,48.2%,59.9%,34.8%,47.4%,0.87
vs Lefties,4,0,4,0.0%,1-9,10.0%,30-60,33.3%,0-1,0.0%,4,54.5%,13.3%,5.1%,2.9%,61.7%,54.4%,45.0%,50.8%,28.2%,40.7%,0.57
