Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,4,1,3,25.0%,3,3,0,100.0%,2018,2022,Q2,4,0.91,7.1%,3.5%,60.3%,76.1%,44.5%,63.6%,33.2%,59.3%,21.4%
Roland Garros,4,Clay,4,0,4,0.0%,0,0,0,-,2020,2023,Q1,4,0.69,3.1%,3.5%,51.8%,51.7%,44.5%,48.2%,35.7%,47.4%,30.0%
Wimbledon,3,Grass,3,0,3,0.0%,0,0,0,-,2021,2023,Q1,3,0.68,7.3%,3.8%,53.0%,69.4%,44.5%,57.7%,28.6%,52.0%,25.0%
US Open,4,Hard,9,5,4,55.6%,3,2,1,66.7%,2017,2023,R128,7,0.95,8.8%,4.8%,59.5%,70.7%,50.0%,62.3%,35.6%,59.5%,34.1%
Davis Cup,10,,21,7,14,33.3%,21,10,11,47.6%,2015,2024,,11,0.91,4.9%,3.5%,57.2%,67.3%,47.7%,58.9%,37.4%,52.9%,38.2%
Sofia,4,Hard,6,2,4,33.3%,1,0,1,0.0%,2016,2023,QF,6,0.82,6.9%,4.3%,59.0%,68.1%,50.0%,60.7%,32.2%,48.1%,40.0%
Doha,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2018,2023,R16,4,0.83,7.6%,1.7%,66.2%,64.1%,45.9%,57.9%,34.9%,60.0%,36.4%
Dubai,2,Hard,2,0,2,0.0%,0,0,0,-,2016,2021,Q1,2,0.85,8.1%,5.4%,54.4%,70.4%,42.6%,57.7%,36.0%,60.0%,50.0%
Antalya,3,Grass,3,0,3,0.0%,2,0,2,0.0%,2017,2019,R32,3,0.91,10.4%,2.5%,65.2%,80.2%,55.7%,71.6%,25.8%,37.5%,50.0%
Istanbul,4,Clay,4,0,4,0.0%,1,0,1,0.0%,2015,2018,R32,4,0.74,2.4%,2.8%,63.0%,56.3%,43.6%,51.6%,35.7%,48.4%,35.3%
Moscow,2,Hard,2,0,2,0.0%,0,0,0,-,2015,2016,R32,2,0.60,3.5%,5.2%,54.8%,49.2%,38.5%,44.3%,33.3%,50.0%,50.0%
