Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),972,18,,,,,,,,,,,,
2025,591,63,,,,,,,,,,,,
2024,719,37,365,1376,333,1361,368,1299,,,2280,3,,
2023,255,235,257,1487,232,1465,299,1374,239,1355,,,,
2022,378,124,193,1559,171,1537,272,1424,216,1399,,,,
2021,144,468,194,1560,155,1549,235,1453,214,1417,,,,
2020,219,260,239,1455,203,1456,266,1252,,,685,51,,
2019,283,144,259,1480,250,1446,,,226,1394,889,30,,
2018,249,183,289,1423,268,1392,338,1260,220,1386,323,116,,
2017,257,200,325,1377,286,1380,320,1271,231,1373,501,104,,
2016,365,125,356,1289,339,1276,344,1223,,,519,105,,
2015,435,98,399,1175,388,1162,366,1176,,,451,134,,
2014,432,94,,,,,,,,,468,125,,
2013,1039,10,,,,,,,,,1093,21,,
2012,1932,1,,,,,,,,,,,,
