Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,3,0,3,0.0%,0-6,0.0%,21-38,35.6%,0-2,0.0%,1,50.0%,11.1%,4.6%,9.2%,50.8%,57.6%,43.8%,50.8%,31.5%,42.0%,0.64,
2023,4,3,1,75.0%,6-3,66.7%,45-36,55.6%,1-0,100.0%,3,83.3%,23.3%,9.0%,1.1%,61.9%,68.4%,56.9%,64.0%,36.2%,50.3%,1.01,QF (Sofia)
2022,5,1,4,20.0%,3-8,27.3%,46-66,41.1%,3-0,100.0%,4,69.6%,12.8%,6.8%,4.4%,63.1%,69.2%,48.1%,61.4%,35.1%,48.1%,0.91,
2021,3,1,2,33.3%,3-5,37.5%,33-40,45.2%,0-1,0.0%,3,77.8%,16.7%,6.5%,3.0%,61.9%,66.4%,52.3%,61.0%,27.3%,45.6%,0.70,
2020,4,1,3,25.0%,2-7,22.2%,37-48,43.5%,0-2,0.0%,4,70.7%,19.0%,5.9%,1.9%,63.3%,63.7%,50.5%,58.9%,36.1%,47.3%,0.88,R16 (Doha)
2019,3,1,2,33.3%,2-5,28.6%,37-40,48.1%,1-2,33.3%,1,80.0%,0.0%,8.3%,2.1%,70.8%,79.4%,50.0%,70.8%,22.6%,45.5%,0.78,
2018,4,0,4,0.0%,0-8,0.0%,33-51,39.3%,0-2,0.0%,4,67.5%,14.3%,5.4%,2.1%,56.6%,66.4%,46.7%,57.9%,31.5%,44.5%,0.75,
2017,5,1,4,20.0%,7-11,38.9%,84-93,47.5%,1-3,25.0%,5,77.6%,19.3%,5.5%,2.5%,57.9%,69.7%,46.8%,60.0%,36.3%,48.5%,0.91,
2016,4,1,3,25.0%,4-9,30.8%,48-76,38.7%,1-1,50.0%,4,60.7%,16.4%,2.9%,5.1%,60.0%,60.3%,44.2%,53.9%,36.5%,45.2%,0.79,
2015,6,1,5,16.7%,6-15,28.6%,88-122,41.9%,3-3,50.0%,2,43.8%,6.3%,5.1%,5.1%,53.4%,50.8%,43.6%,47.5%,26.1%,38.3%,0.50,
Career,41,10,31,24.4%,33-77,30.0%,472-610,43.6%,10-16,38.5%,31,70.5%,16.3%,5.6%,3.3%,59.9%,65.8%,47.9%,58.6%,34.1%,46.6%,0.82,
