Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2022 Wimbledon R128,L vs Begu,0.96,0.55,39.6,2.0,0.0%,50.0%,0.0%,50.0%,30.8%,26.1%
2022 W60 Prague F,L vs Chwalinska,0.94,0.74,55.8,2.0,0.0%,54.5%,0.0%,48.3%,45.7%,29.4%
2021 Gdynia QF,L vs Kucova,0.99,0.93,96.3,11.6,1.4%,47.9%,1.5%,47.1%,45.1%,53.9%
2021 Roland Garros R128,L vs Tauson,1.02,0.68,54.4,2.4,3.0%,45.5%,6.5%,54.8%,30.0%,37.0%
2019 Karlsruhe R16,W vs Schoofs,1.09,1.21,59.7,2.1,-,46.3%,-,61.8%,42.9%,61.0%
2019 Palermo R32,L vs Bertens,0.92,0.56,39.0,2.1,-,41.9%,-,43.3%,35.0%,35.3%
2019 W25 Campinas QF,L vs Kovinic,0.92,0.74,52.8,2.0,-,48.5%,-,50.0%,31.6%,51.5%
2019 W25 Campinas R16,W vs Grymalska,1.03,1.05,75.8,14.0,-,39.6%,-,58.3%,56.4%,47.8%
2019 W25 Sao Paulo R32,L vs Bondar,0.85,0.85,69.1,22.7,1.8%,54.5%,0.0%,66.7%,36.0%,43.8%
2019 W60 Shrewsbury R32,L vs Eikeri,0.99,0.74,56.8,2.8,0.0%,51.2%,2.6%,52.6%,29.7%,43.8%
2019 Fed Cup RR,L vs Jakupovic,1.13,0.80,49.9,3.6,0.0%,42.5%,0.0%,47.2%,40.7%,37.5%
2019 Fed Cup RR,L vs Ozgen,0.94,0.83,64.6,3.0,2.3%,44.2%,0.0%,53.8%,33.3%,57.8%
2019 Fed Cup RR,W vs Fett,1.05,1.13,79.1,5.7,1.9%,48.1%,0.0%,44.4%,55.2%,60.4%
2019 W60 Burnie SF,L vs Woolcock,0.89,0.83,59.5,2.2,-,59.3%,-,50.0%,29.8%,55.8%
2019 W60 Burnie QF,W vs Soler Espinosa,1.05,1.20,60.9,3.6,-,57.8%,-,61.5%,40.0%,53.2%
2019 W60 Burnie R16,W vs Muhammad,1.06,1.40,46.5,2.1,-,58.8%,-,57.6%,54.5%,56.7%
2018 Limoges R32,L vs Rodina,0.75,0.34,28.8,2.0,0.0%,33.3%,5.3%,57.9%,29.2%,20.0%
2018 Mumbai R16,L vs Gasparyan,0.99,0.71,50.9,2.1,0.0%,45.7%,6.1%,54.5%,37.5%,34.4%
2018 Mumbai R32,W vs Shapatava,1.27,1.55,44.5,2.2,3.3%,56.7%,11.1%,70.4%,46.7%,42.9%
2017 Nules $25K QF,W vs Eikeri,0.99,1.35,50.4,2.8,0.0%,65.6%,3.4%,51.7%,56.3%,54.8%
2022 (2 matches),,0.96,0.66,48.3,2.0,0.0%,52.3%,0.0%,49.2%,39.3%,28.1%
2021 (2 matches),,1.00,0.87,84.3,4.0,1.9%,47.2%,3.0%,49.5%,41.1%,49.5%
2019 (12 matches),,0.99,0.95,61.8,3.1,0.6%,49.6%,0.2%,54.1%,41.2%,51.9%
2018 (3 matches),,1.03,0.79,43.0,2.1,1.2%,46.5%,7.6%,60.8%,38.4%,33.8%
2017 (29 matches),,1.01,1.23,57.5,2.9,0.7%,55.7%,1.1%,56.6%,53.3%,52.8%
Career (95 matches),,1.02,1.14,55.2,2.6,0.8%,55.6%,0.8%,55.9%,48.1%,50.8%
