Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,24,10,14,41.7%,25-32,43.9%,246-271,47.6%,0-2,0.0%,18,55.8%,39.3%,1.3%,2.9%,67.2%,55.8%,43.9%,51.9%,45.2%,48.6%,0.94
Clay,19,7,12,36.8%,17-27,38.6%,190-214,47.0%,2-5,28.6%,12,46.8%,41.4%,1.3%,4.2%,72.0%,52.7%,40.0%,49.1%,46.6%,47.9%,0.92
Grass,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,55.6%,0.0%,0.0%,0.0%,71.9%,54.3%,38.9%,50.0%,28.6%,40.7%,0.57
Carpet,2,0,2,0.0%,2-4,33.3%,26-36,41.9%,1-1,50.0%,0,,,,,,,,,,,
Grand Slams,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,2,55.6%,5.9%,2.3%,1.6%,67.2%,54.7%,40.5%,50.0%,31.1%,41.5%,0.62
Premiers,2,0,2,0.0%,1-4,20.0%,15-27,35.7%,0-0,-,2,33.3%,38.1%,0.0%,3.3%,71.5%,49.1%,30.2%,43.7%,45.4%,44.5%,0.81
Internationals,11,3,8,27.3%,7-17,29.2%,86-127,40.4%,2-3,40.0%,11,46.9%,37.8%,1.6%,4.9%,71.4%,54.0%,35.5%,48.7%,45.0%,46.9%,0.88
Quarter-finals,1,0,1,0.0%,1-2,33.3%,19-20,48.7%,1-2,33.3%,1,50.0%,50.0%,1.4%,2.8%,82.3%,50.9%,32.0%,47.5%,49.4%,48.5%,0.94
vs Righties,35,12,23,34.3%,33-51,39.3%,347-415,45.5%,2-7,22.2%,24,48.6%,40.9%,1.2%,3.1%,69.3%,52.2%,41.5%,48.9%,45.9%,47.5%,0.90
vs Lefties,4,1,3,25.0%,2-6,25.0%,31-45,40.8%,1-0,100.0%,4,54.1%,26.3%,1.6%,4.5%,72.0%,58.3%,42.6%,53.9%,41.5%,47.6%,0.90
vs Top 10,2,0,2,0.0%,0-4,0.0%,2-24,7.7%,0-0,-,2,14.3%,0.0%,1.9%,5.6%,59.3%,46.9%,29.5%,39.8%,30.0%,36.0%,0.50
