Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 Davis Cup RR,W vs Marozsan,20% (2/10),100% (2/2),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2019 Cordenons CH R32,L vs Piros,20% (2/10),100% (2/2),0/3,55% (6/11),17% (1/6),2/2,0/0,1/3,0/0,1/2
2019 Aix En Provence CH R64,L vs Cornut Chauvinc,50% (6/12),83% (5/6),2/5,58% (7/12),14% (1/7),2/5,0/1,1/2,0/0,1/2
2019 Savannah CH R32,L vs Barrios Vera,36% (4/11),75% (3/4),1/4,50% (6/12),17% (1/6),3/3,1/1,1/2,0/0,0/1
2019 Tallahassee CH QF,L vs Gomez,36% (5/14),20% (1/5),0/5,62% (8/13),38% (3/8),1/1,0/0,1/1,0/0,0/0
2019 Tallahassee CH R16,W vs Collarini,31% (4/13),100% (4/4),0/2,15% (2/13),0% (0/2),3/3,1/1,1/1,1/1,0/0
2019 Tallahassee CH R32,W vs Altamirano,36% (5/14),80% (4/5),1/4,47% (7/15),29% (2/7),3/4,1/1,2/3,0/0,2/2
2019 Tunis CH R32,L vs Bemelmans,44% (4/9),50% (2/4),2/4,50% (5/10),0% (0/5),1/2,0/0,1/2,0/0,0/1
2019 Tunis CH R64,W vs Tseng,50% (5/10),80% (4/5),0/1,44% (4/9),75% (3/4),3/3,1/2,0/0,0/0,0/0
2019 Barletta CH R32,L vs Safwat,10% (1/10),0% (0/1),0/3,40% (4/10),25% (1/4),0/0,0/0,1/1,0/0,1/1
2019 Barletta CH R64,W vs Gombos,67% (6/9),67% (4/6),0/2,20% (2/10),0% (0/2),3/4,1/2,1/1,0/1,0/0
2019 Sophia Antipolis CH R64,L vs Safwat,10% (1/10),0% (0/1),0/2,50% (5/10),60% (3/5),0/0,0/0,2/2,0/0,1/1
2019 Shenzhen CH R64,L vs Ignatik,0% (0/9),- (0/0),0/3,44% (4/9),25% (1/4),0/0,0/0,2/2,0/0,1/1
2019 Zhuhai CH R64,L vs Hua,53% (8/15),50% (4/8),1/4,38% (6/16),17% (1/6),2/4,1/1,0/1,0/0,0/1
2019 Pau CH R32,L vs Barrere,25% (4/16),50% (2/4),0/2,40% (6/15),50% (3/6),2/2,1/1,3/4,0/0,1/1
2019 Pau CH R64,W vs Viola,44% (4/9),75% (3/4),1/1,30% (3/10),67% (2/3),3/3,2/2,0/0,1/1,0/0
2019 Bergamo CH R64,L vs Brancaccio,29% (4/14),75% (3/4),0/3,47% (7/15),29% (2/7),2/3,1/1,0/2,0/0,0/1
2019 Budapest CH R64,L vs Durasovic,25% (2/8),0% (0/2),0/2,50% (4/8),0% (0/4),0/0,0/0,0/2,0/0,0/1
2019 Punta Del Este CH R16,L vs Bagnis,43% (3/7),33% (1/3),1/6,86% (6/7),0% (0/6),0/1,0/0,0/0,0/0,0/0
2019 Punta Del Este CH R32,W vs Villanueva,31% (5/16),100% (5/5),2/4,38% (6/16),17% (1/6),3/5,1/1,0/1,1/1,0/0
2021 (1 matches),,20.0%,100.0%,-,0.0%,-,100.0%,100.0%,-,100.0%,-
2019 (24 matches),,33.2%,65.2%,19.7%,43.0%,27.4%,74.5%,82.4%,60.0%,80.0%,56.3%
2018 (11 matches),,27.0%,64.7%,25.0%,35.4%,35.6%,72.2%,100.0%,61.5%,100.0%,60.0%
2017 (2 matches),,40.0%,75.0%,37.5%,45.0%,11.1%,50.0%,-,-,-,-
2016 (3 matches),,27.6%,62.5%,15.4%,55.2%,18.8%,80.0%,0.0%,100.0%,-,100.0%
Career (41 matches),,31.1%,66.0%,21.6%,40.8%,27.8%,73.8%,84.6%,63.5%,87.5%,62.5%
