Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2020,,,,,,,,,,,105,863,,
2019,,,,,,,,,,,91,909,,
2018,,,,,,,,,,,115,702,,
2017,,,,,,,,,,,97,922,76,1638
2016,666,40,,,,,,,,,83,945,,
2015,316,156,273,1404,253,1381,287,1314,201,1410,173,442,,
2014,265,189,283,1362,266,1344,282,1301,205,1387,236,313,,
2013,224,212,276,1388,263,1363,283,1306,182,1426,116,628,,
2012,311,146,301,1324,290,1306,294,1263,241,1339,511,105,,
2011,270,174,,,,,,,,,701,53,,
2010,439,81,,,,,,,,,487,97,,
2009,533,52,,,,,,,,,535,89,,
2008,890,13,,,,,,,,,554,78,,
