Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2016 Canberra CH R32,L vs Thompson,60% (6/10),0% (0/2),0/1,0/0,67% (6/9),1/3,0/1,- (0/0),- (0/0)
2016 Atlanta Q1,L vs Zverev,46% (6/13),- (0/0),0/0,0/0,63% (5/8),1/3,0/1,- (0/0),- (0/0)
2016 Winnipeg CH R32,L vs Nishioka,50% (8/16),0% (0/5),0/0,0/0,60% (3/5),2/4,1/2,40% (2/5),20% (1/5)
2016 s Hertogenbosch Q1,L vs Chiudinelli,71% (12/17),50% (1/2),1/2,0/0,0% (0/2),1/3,0/1,- (0/0),- (0/0)
2016 Manchester CH R16,L vs Gojowczyk,64% (14/22),40% (2/5),1/1,0/0,50% (3/6),0/2,0/1,64% (7/11),36% (4/11)
2016 Manchester CH R32,W vs Kravchuk,83% (10/12),67% (2/3),2/5,1/3,100% (4/4),0/0,0/0,80% (4/5),50% (3/6)
2016 Gwangju CH QF,L vs Zemlja,100% (3/3),0% (0/3),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2016 Gwangju CH R16,W vs Przysiezny,67% (14/21),25% (1/4),2/4,1/1,75% (3/4),3/4,0/0,100% (4/4),75% (3/4)
2016 USA F11 R16,L vs Escobedo,70% (7/10),100% (1/1),0/0,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
2016 Brisbane Q1,L vs Smyczek,53% (10/19),20% (2/10),1/1,0/0,43% (3/7),3/5,3/4,83% (5/6),33% (2/6)
2015 Sacramento CH R16,W vs Rola,61% (11/18),60% (3/5),2/4,1/1,40% (2/5),0/1,0/0,- (0/0),- (0/0)
2015 Columbus CH R32,L vs Laaksonen,60% (6/10),- (0/0),0/0,0/0,67% (6/9),0/2,0/1,- (0/0),- (0/0)
2015 Newport Q Q1,L vs Hernych,82% (14/17),22% (2/9),1/1,0/0,60% (3/5),7/9,6/7,50% (3/6),33% (2/6)
2015 s-Hertogenbosch Q Q2,L vs Ito,58% (7/12),0% (0/5),0/0,0/0,33% (1/3),1/3,0/1,25% (1/4),0% (0/4)
2015 Manchester CH R16,L vs Ebden,44% (7/16),- (0/0),0/0,0/0,50% (2/4),1/3,1/2,71% (5/7),14% (1/7)
2015 Manchester CH R32,W vs Jaziri,82% (9/11),50% (3/6),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2014 US Open Q Q1,L vs Gojowczyk,80% (4/5),0% (0/3),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2014 Vancouver CH R32,L vs Evans,75% (12/16),60% (3/5),1/3,0/2,58% (7/12),1/3,0/1,80% (4/5),60% (3/5)
2014 Busan CH R16,L vs Kravchuk,60% (6/10),0% (0/1),0/0,0/0,63% (5/8),1/3,1/2,- (0/0),- (0/0)
2014 Shenzhen CH QF,L vs Lacko,69% (9/13),- (0/0),0/0,0/0,80% (8/10),2/4,1/2,- (0/0),- (0/0)
2016 (10 matches),,62.9%,25.7%,50.0%,50.0%,53.7%,39.3%,33.3%,71.0%,40.6%
2015 (6 matches),,64.3%,32.0%,71.4%,100.0%,58.6%,50.0%,63.6%,52.9%,17.6%
2014 (9 matches),,67.6%,21.4%,37.5%,33.3%,59.1%,32.0%,27.3%,63.6%,30.4%
2013 (13 matches),,71.4%,25.6%,83.3%,66.7%,58.1%,32.4%,31.3%,73.3%,12.5%
2012 (10 matches),,57.6%,33.9%,66.7%,100.0%,54.1%,14.3%,0.0%,53.3%,35.7%
Career (48 matches),,64.6%,28.0%,59.1%,61.5%,56.6%,33.3%,32.2%,64.0%,29.4%
