Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1992 Wimbledon SF,L vs Agassi,71.3%,43.9%,17.5%,4/10,1.46,4.3%,61.4%,48.1%,18.2%,1.37,6.9%,85.7%,40.0%,17.1%,1.63,0.0%
1992 Wimbledon QF,W vs Forget,60.0%,50.9%,5.3%,2/3,1.57,7.5%,57.1%,43.8%,3.6%,1.44,12.0%,80.6%,60.0%,9.7%,1.75,0.0%
1992 Wimbledon R64,W vs Cash,70.6%,42.6%,10.5%,10/5,1.48,0.9%,64.3%,42.6%,7.1%,1.42,1.6%,85.5%,42.6%,16.4%,1.57,0.0%
1992 Australian Open QF,L vs Ferreira,54.4%,46.9%,11.1%,7/3,2.08,1.9%,44.6%,44.0%,10.7%,1.72,0.0%,72.7%,50.0%,12.1%,2.18,3.1%
1992 Australian Open R32,W vs Becker,67.7%,59.7%,8.1%,1/7,1.66,5.6%,67.3%,59.5%,12.7%,1.22,7.0%,78.9%,60.0%,2.6%,2.34,3.6%
1991 US Open R32,L vs Chang,62.0%,53.5%,6.1%,5/5,1.82,0.0%,71.9%,47.8%,7.8%,1.41,0.0%,82.1%,58.2%,7.5%,2.15,0.0%
1991 New Haven QF,L vs Ivanisevic,46.5%,30.0%,16.3%,5/2,1.82,15.0%,36.4%,25.0%,18.2%,1.75,27.3%,66.7%,33.3%,16.7%,1.88,0.0%
1991 Wimbledon R16,L vs Edberg,65.2%,31.0%,13.5%,6/6,1.61,3.9%,63.6%,28.6%,4.5%,1.39,6.3%,76.2%,37.5%,42.9%,1.83,0.0%
1991 Roland Garros R128,L vs Cherkasov,61.3%,46.0%,6.3%,4/5,2.10,0.0%,90.0%,42.9%,8.6%,1.74,0.0%,82.8%,54.2%,10.3%,2.24,0.0%
1991 Philadelphia SF,L vs Sampras,56.1%,46.9%,17.5%,6/4,2.06,0.0%,37.5%,50.0%,12.5%,2.14,0.0%,90.9%,45.0%,27.3%,2.00,0.0%
1990 Basel F,W vs Ivanisevic,65.2%,50.0%,11.6%,11/10,2.35,12.0%,58.8%,44.0%,12.9%,1.70,22.6%,90.7%,54.4%,13.3%,2.60,0.0%
1990 US Open SF,L vs Sampras,57.4%,43.5%,18.5%,4/16,1.67,9.1%,46.7%,35.7%,21.7%,1.55,13.2%,79.1%,50.0%,16.3%,1.84,3.6%
1990 US Open R16,W vs Sanchez,74.5%,45.3%,7.6%,8/4,1.50,11.8%,69.2%,38.9%,3.8%,1.45,14.0%,86.5%,55.6%,15.4%,1.54,9.3%
1990 Wimbledon R128,L vs Rostagno,54.2%,44.8%,6.5%,3/4,1.42,11.9%,67.4%,41.9%,6.5%,1.10,16.7%,71.1%,48.1%,10.5%,1.78,5.6%
1990 Queens Club SF,L vs Lendl,31.5%,47.1%,22.2%,4/8,1.75,4.2%,30.8%,37.5%,19.2%,1.78,11.1%,69.2%,55.6%,53.8%,1.73,0.0%
1990 Australian Open R16,L vs Pernfors,82.6%,48.9%,6.4%,1/6,1.86,2.4%,82.7%,46.3%,3.7%,1.18,5.9%,100.0%,56.5%,17.4%,2.15,0.0%
1989 Canada F,L vs Lendl,70.9%,41.0%,21.8%,4/8,1.85,14.8%,53.6%,33.3%,35.7%,1.75,22.2%,92.3%,45.8%,7.7%,2.06,0.0%
1989 Wimbledon SF,L vs Edberg,62.4%,42.3%,16.8%,10/11,1.58,7.7%,59.1%,30.8%,12.1%,1.56,16.1%,73.6%,53.8%,24.5%,1.60,0.0%
1989 Tokyo Outdoor SF,L vs Edberg,58.3%,48.6%,8.3%,3/2,1.92,11.1%,64.7%,40.9%,0.0%,1.50,12.5%,72.2%,61.5%,27.8%,2.25,10.0%
1989 Dallas WCT SF,W vs Lendl,68.1%,42.6%,18.8%,12/14,1.66,22.2%,77.6%,36.5%,22.4%,1.44,43.1%,67.7%,50.0%,17.7%,1.89,0.0%
Career (64 matches),,67.5%,47.0%,11.1%,43.8%,1.71,11.8%,68.7%,44.2%,10.2%,1.51,15.7%,82.1%,51.0%,15.3%,1.89,7.4%
