Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,23,18,5,78.3%,6,4,2,66.7%,1983,1992,SF,5,1.19,4.7%,2.0%,61.6%,73.2%,51.2%,64.7%,41.9%,59.1%,43.5%
Roland Garros,10,Clay,35,25,10,71.4%,16,9,7,56.3%,1977,1992,F,1,0.79,5.1%,2.8%,58.4%,72.1%,39.2%,58.4%,32.9%,66.7%,27.3%
Wimbledon,14,Grass,70,59,11,84.3%,37,26,11,70.3%,1977,1992,W,9,1.12,6.1%,5.1%,62.0%,79.1%,46.5%,66.7%,37.2%,62.7%,38.3%
US Open,16,Hard,78,66,12,84.6%,30,18,12,60.0%,1977,1992,W,7,1.19,5.7%,3.8%,58.9%,73.8%,49.2%,63.7%,43.2%,73.2%,52.0%
Davis Cup,11,,49,41,8,83.7%,0,0,0,-,1978,1991,,0,,,,,,,,,,
San Francisco,12,Carpet,52,45,7,86.5%,20,12,8,60.0%,1977,1991,W,3,1.20,5.4%,8.6%,55.4%,78.9%,48.5%,65.3%,41.6%,78.9%,35.7%
Montreal / Toronto,11,Hard,43,34,9,79.1%,8,6,2,75.0%,1979,1989,W,0,,,,,,,,,,
Philadelphia,9,Carpet,39,34,5,87.2%,12,11,1,91.7%,1979,1991,W,4,1.12,6.2%,5.0%,56.6%,77.4%,47.3%,64.3%,40.0%,60.0%,43.5%
Masters,9,Carpet,30,19,11,63.3%,8,2,6,25.0%,1979,1989,W,0,,,,,,,,,,
Queen's Club,8,Grass,46,42,4,91.3%,10,7,3,70.0%,1978,1990,W,0,,,,,,,,,,
Wembley,8,Carpet,35,32,3,91.4%,4,2,2,50.0%,1978,1989,W,0,,,,,,,,,,
