Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Yokkaichi CH F,W vs Negritu,1.57,1.17,65.1,4.4,10.0%,60.0%,16.7%,69.4%,27.8%,25.0%
2024 (1 matches),,1.57,1.17,65.1,4.4,10.0%,60.0%,16.7%,69.4%,27.8%,25.0%
Career (1 matches),,1.57,1.17,65.1,4.4,10.0%,60.0%,16.7%,69.4%,27.8%,25.0%
