Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Yokkaichi CH F,W vs Negritu,52.9%,50.0%,8.8%,4/2,2.27,20.0%,45.5%,50.0%,9.1%,2.23,45.8%,66.7%,50.0%,8.3%,2.31,0.0%
Career (1 matches),,52.9%,50.0%,8.8%,66.7%,2.27,20.0%,45.5%,50.0%,9.1%,2.23,45.8%,66.7%,50.0%,8.3%,2.31,0.0%
