Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,1,3,25.0%,5-8,38.5%,58-75,43.6%,2-2,50.0%,4,79.7%,7.7%,7.6%,1.9%,61.1%,69.4%,56.7%,64.5%,29.1%,47.2%,0.82,R32 (Hong Kong)
2025,3,0,3,0.0%,1-6,14.3%,35-47,42.7%,1-1,50.0%,2,76.2%,9.5%,5.4%,1.3%,65.8%,67.3%,52.9%,62.4%,28.1%,47.0%,0.75,
Career,7,1,6,14.3%,6-14,30.0%,93-122,43.3%,3-3,50.0%,6,78.8%,8.1%,7.0%,1.8%,62.3%,68.8%,55.8%,63.9%,28.9%,47.1%,0.80,
