Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2022-08-01),1236,4,,,,,,,,,,,,
2020,367,113,,,,,,,,,180,411,,
2019,288,141,340,1369,333,1341,296,1353,,,157,466,,
2018,298,124,303,1344,295,1304,271,1365,242,1304,149,493,,
2018,298,124,303,1344,295,1304,271,1365,242,1304,149,493,,
2017,264,194,,,,,,,,,432,129,,
2016,766,25,,,,,,,,,265,267,,
2015,204,245,267,1417,255,1374,206,1450,228,1361,218,330,,
2014,258,192,270,1386,267,1343,218,1425,,,324,194,,
2013,277,164,263,1424,245,1384,218,1444,,,289,219,,
2012,256,185,278,1401,262,1370,243,1417,227,1373,300,217,,
2011,173,289,210,1512,185,1487,234,1423,,,233,280,,
2010,305,147,266,1444,249,1402,266,1388,,,253,256,,
2009,342,119,,,,,,,,,166,400,,
2008,550,45,,,,,,,,,555,78,,
2007,685,25,,,,,,,,,695,48,,
2006,1079,6,,,,,,,,,1116,12,,
