Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,3,0,3,0.0%,1-6,14.3%,22-41,34.9%,0-1,0.0%,3,51.6%,19.4%,9.1%,6.3%,49.5%,68.0%,35.2%,51.4%,36.4%,44.3%,0.75,R32 (Forli)
2019,46,21,25,45.7%,47-57,45.2%,493-513,49.0%,6-13,31.6%,46,77.8%,21.3%,9.7%,4.1%,57.5%,74.6%,45.8%,62.4%,36.3%,49.5%,0.96,QF (2x)
2018,42,15,27,35.7%,36-56,39.1%,421-472,47.1%,5-8,38.5%,42,74.3%,20.8%,9.5%,5.3%,54.9%,73.4%,45.5%,60.8%,37.3%,49.0%,0.95,QF (3x)
2017,16,10,6,62.5%,21-16,56.8%,183-175,51.1%,4-1,80.0%,16,71.9%,30.3%,8.7%,5.9%,55.9%,70.5%,47.2%,60.2%,41.3%,50.6%,1.04,F (Gwangju)
2016,10,3,7,30.0%,5-12,29.4%,69-92,42.9%,0-2,0.0%,9,67.5%,19.0%,5.7%,5.1%,61.0%,65.0%,41.2%,55.7%,35.9%,46.8%,0.81,QF (Gimcheon)
2015,31,15,16,48.4%,36-40,47.4%,348-384,47.5%,6-4,60.0%,29,69.9%,24.9%,8.8%,5.4%,55.7%,70.8%,44.0%,58.9%,38.7%,48.8%,0.94,SF (An-Ning)
2014,35,14,21,40.0%,35-47,42.7%,351-426,45.2%,7-0,100.0%,35,67.7%,22.1%,7.3%,5.6%,58.1%,69.0%,42.1%,57.7%,37.4%,47.6%,0.88,F (Maui)
2013,26,14,12,53.8%,34-30,53.1%,311-311,50.0%,6-5,54.5%,26,79.1%,20.7%,6.9%,3.4%,54.7%,73.2%,53.4%,64.2%,37.5%,50.4%,1.05,SF (2x)
2012,36,16,20,44.4%,39-49,44.3%,417-437,48.8%,3-9,25.0%,36,76.5%,20.7%,6.8%,3.4%,60.3%,71.1%,50.6%,63.0%,36.7%,49.9%,0.99,SF (2x)
2011,40,22,18,55.0%,50-45,52.6%,470-483,49.3%,11-9,55.0%,39,80.3%,18.4%,6.4%,2.1%,64.3%,72.0%,50.4%,64.3%,36.3%,50.1%,1.02,F (Beijing)
2010,20,9,11,45.0%,20-25,44.4%,204-216,48.6%,2-3,40.0%,20,76.9%,19.2%,8.7%,2.3%,63.3%,69.3%,46.3%,60.9%,36.1%,49.1%,0.92,SF (Karshi)
2009,6,2,4,33.3%,5-8,38.5%,62-66,48.4%,0-1,0.0%,0,,,,,,,,,,,,QF (Yokohama)
2008,7,3,4,42.9%,7-10,41.2%,79-89,47.0%,1-1,50.0%,0,,,,,,,,,,,,SF (New Delhi IV)
2007,2,1,1,50.0%,2-2,50.0%,14-19,42.4%,0-0,-,0,,,,,,,,,,,,R16 (Kaohsiung)
Career,320,145,175,45.3%,338-403,45.6%,3444-3724,48.0%,51-57,47.2%,301,74.8%,21.4%,8.0%,4.2%,58.4%,71.6%,46.8%,61.3%,37.2%,49.3%,0.96,
