Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Busan CH R16,L vs Santillan,1.09,0.70,60.8,2.9,0.0%,66.7%,7.7%,43.6%,26.5%,31.0%
2019 Busan CH R32,W vs Kwon,1.12,1.21,73.3,3.0,16.3%,51.2%,7.1%,73.8%,38.1%,43.2%
2019 Busan CH R64,W vs King,1.25,1.43,48.7,2.2,5.4%,70.3%,8.6%,57.1%,40.6%,41.9%
2019 Seoul CH R32,L vs Bolt,0.83,0.92,70.3,2.5,7.5%,60.4%,10.4%,72.9%,37.9%,36.1%
2019 Seoul CH R64,W vs Soeda,1.34,1.15,61.0,4.2,7.8%,68.6%,8.5%,53.2%,34.1%,32.5%
2019 Anning CH R32,L vs Janvier,0.97,0.84,75.0,6.0,14.5%,72.6%,8.8%,61.4%,27.1%,29.6%
2019 Anning CH R64,W vs Uchida,0.86,1.33,62.0,4.6,8.9%,77.8%,18.4%,65.8%,49.1%,37.0%
2019 Taipei CH R32,L vs Duckworth,0.84,0.76,57.2,3.2,12.9%,48.4%,25.8%,64.5%,35.3%,43.8%
2019 Taipei CH R64,W vs Ochi,1.28,2.68,34.8,2.2,8.7%,82.6%,14.3%,81.0%,26.7%,50.0%
2019 Yokohama CH QF,L vs Harris,1.04,0.73,63.6,3.5,6.7%,55.6%,7.0%,60.5%,31.4%,28.1%
2019 Yokohama CH R16,W vs Rodionov,1.52,1.68,35.1,2.2,15.4%,69.2%,10.8%,56.8%,45.5%,35.5%
2019 Yokohama CH R32,W vs Cachin,1.26,1.54,50.1,3.3,8.6%,62.9%,3.1%,65.6%,42.9%,44.4%
2019 Yokohama CH R64,W vs Chung,1.23,1.48,48.6,3.4,2.6%,64.1%,0.0%,55.3%,57.1%,38.5%
2019 Bangkok CH R64,L vs Myneni,0.98,0.63,48.7,2.1,11.8%,64.7%,0.0%,54.8%,15.6%,37.0%
2019 Bangkok CH R64,L vs Tipsarevic,0.85,0.74,59.0,4.9,15.0%,52.5%,5.9%,52.9%,37.2%,45.9%
2019 Chennai CH R32,L vs Harris,1.07,0.39,33.5,2.1,10.3%,37.9%,3.6%,53.6%,16.7%,23.5%
2019 Launceston CH R16,L vs Lamasine,0.87,0.52,39.8,2.5,3.6%,50.0%,8.3%,58.3%,26.9%,28.0%
2019 Launceston CH R32,W vs Clezar,0.97,1.22,65.9,3.5,8.9%,57.8%,26.2%,69.0%,43.1%,49.0%
2019 Launceston CH R64,W vs Vukic,1.03,1.56,40.4,2.4,0.0%,71.0%,3.6%,64.3%,47.2%,50.0%
2019 Burnie CH R64,L vs Fanselow,1.08,0.76,53.7,2.0,2.4%,52.4%,0.0%,52.5%,34.5%,32.0%
2019 (23 matches),,1.07,1.06,54.9,2.8,8.6%,63.3%,9.0%,60.6%,36.5%,38.7%
2018 (16 matches),,0.96,0.83,56.9,3.0,9.2%,61.0%,7.8%,58.8%,32.5%,37.2%
2017 (3 matches),,0.83,0.74,40.3,2.2,8.9%,60.0%,7.2%,56.6%,39.6%,35.0%
2016 (2 matches),,1.15,0.47,39.4,2.0,6.0%,46.0%,6.3%,43.8%,25.0%,19.0%
2015 (7 matches),,1.03,0.87,48.8,2.4,8.1%,56.8%,10.2%,58.3%,37.8%,33.6%
Career (80 matches),,1.00,0.88,54.1,2.7,7.6%,61.1%,7.9%,58.1%,33.9%,36.8%
