Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2004 Roland Garros R64,L vs Safin,75.5%,53.2%,3.8%,2/5,2.13,1.6%,65.6%,45.9%,2.2%,2.12,1.5%,94.0%,59.0%,6.0%,2.14,1.9%
2003 Rome F,W vs Federer,75.0%,46.2%,2.9%,1/2,2.05,32.5%,74.5%,42.1%,2.0%,2.04,35.9%,87.0%,50.0%,4.3%,2.07,18.2%
2003 Rome SF,W vs Kafelnikov,86.6%,49.5%,3.6%,0/4,2.35,5.8%,85.2%,42.3%,1.6%,2.35,8.2%,91.8%,57.8%,6.1%,2.34,0.0%
2002 Rome R64,W vs Sampras,63.3%,43.5%,3.1%,2/1,2.23,27.5%,46.7%,52.4%,2.2%,2.36,34.8%,85.4%,39.0%,4.2%,1.98,13.0%
1999 Rome SF,L vs Rafter,61.9%,46.2%,6.3%,3/1,2.39,86.7%,60.5%,42.3%,0.0%,2.31,87.1%,68.4%,53.8%,21.1%,2.57,85.7%
1999 Monte Carlo SF,L vs Kuerten,78.0%,41.0%,4.0%,1/3,2.37,18.3%,65.2%,23.3%,4.3%,2.43,30.6%,98.0%,52.1%,4.1%,2.27,0.0%
1998 Long Island F,L vs Rafter,42.6%,46.2%,0.0%,0/0,2.02,79.1%,35.7%,26.7%,0.0%,1.94,68.8%,64.7%,72.7%,0.0%,2.07,85.2%
1998 Roland Garros SF,L vs Moya,79.2%,43.7%,2.3%,3/0,2.37,17.7%,68.2%,46.7%,0.0%,2.45,27.9%,92.1%,41.4%,4.8%,2.28,5.6%
1998 Hamburg SF,L vs Corretja,80.6%,50.6%,3.1%,1/2,2.24,14.5%,77.2%,47.7%,5.3%,2.39,25.0%,89.7%,54.3%,0.0%,2.03,0.0%
1997 Hamburg F,L vs Medvedev,78.4%,37.9%,9.5%,4/3,2.55,9.5%,66.7%,35.7%,11.9%,2.62,10.2%,93.8%,40.0%,6.3%,2.27,6.7%
1997 Hamburg SF,W vs Haas,76.5%,46.7%,2.0%,2/0,2.42,26.3%,71.9%,51.2%,1.8%,2.52,28.6%,89.5%,41.2%,2.6%,2.13,20.0%
Career (11 matches),,74.3%,46.6%,3.6%,47.5%,2.26,21.8%,66.5%,42.9%,2.7%,2.29,24.0%,89.6%,50.1%,5.0%,2.18,17.0%
